SPEAKER_04 | 0:1:24.136 --> 0:1:24.305 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:26:53.973 --> 0:26:55.610 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 0:26:55.610 --> 0:26:55.677 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:26:56.183 --> 0:27:34.507 |  О, може, місточку? Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_33 | 0:27:57.963 --> 0:28:1.85 |  – Зрозумів? – Ні, нічого не зрозумів.
SPEAKER_19 | 0:28:1.523 --> 0:29:27.552 |  Це легенда. Жила в Карпатах уцулка Ксенія, дівчина небаченої краси. За нею в легенію юрбою ходили, просили, щоб вибрала вже когось. Вона ж бурнула косички в річку, сказала, хто всі позбирає, за того і піде. Вони юрбою туди і стрибнули. Всі загинули, а один виплив. Та скалічився, ну і прокляв ту Ксенію. А вона засмутилася дуже, аж збожеволюла. Побігла до лісу, і більше її ніхто не бачив. Шукали? Про це легенда нічого не каже. А коли це було? Рочків сто тому. Пропав бізнес. Чекай, тут така справа. Привид цієї самої Ксенії нещодавно почав з'являтися в горах. Саме біля цієї оселі. А старі люди кажуть, якщо хтось його побачить і згадає бажання, то бажання неодмінно виповниться. Віриш? Люди кажуть. А коли з'явиться? Ну, не знаю. Вчора була. Слухай, знаєш, ми на завтра влаштуємо перед оселою справжнє гуцульське свято. Таке з музиками біля ватри. Людей запросимо з цілої ворогти і спрацює.
SPEAKER_33 | 0:29:27.552 --> 0:29:40.445 |  Воно мені схоже сподіватися, що більше немає на що. Я у справі. Якщо за тиждень Яро одружиться, ти будеш мати з цього десять тисяч долярів.
SPEAKER_25 | 0:29:51.430 --> 0:30:17.755 |  Дівчинонько, ясно ока, справді ти не мавка. Тиха зоря вечорова, може ти русалка. Запровадь мене, дівчино ген, далеко в гай. Розбуди моє серденько і розсі розмай.
SPEAKER_00 | 0:29:52.38 --> 0:29:52.88 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:29:58.130 --> 0:29:58.197 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:30:19.240 --> 0:30:53.24 |  А у нас на полонині вручає русалка, А у нас в кожній дівчині лісова ямавка. Ми не бухгірські потічки, не спинить руками, Розцвітаються косички у нас під ногами. Дякую за перегляд!
SPEAKER_25 | 0:30:53.24 --> 0:31:1.968 |  Дякую за перегляд!
SPEAKER_15 | 0:31:1.968 --> 0:31:2.35 |  Дякую!
SPEAKER_43 | 0:31:2.35 --> 0:31:12.25 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:31:12.25 --> 0:31:13.662 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:31:13.662 --> 0:31:13.696 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:31:13.696 --> 0:31:32.39 |  Де є щастя край, де є щастя край, де є щастя край.
SPEAKER_40 | 0:31:34.891 --> 0:31:42.974 |  Вода губиною, губина чортами, чорте козаком, чорте... Огонь!
SPEAKER_27 | 0:31:42.974 --> 0:32:22.647 |  А я шукаю в день і вночі серединку. Ах, серединку, серединку. А я шукаю в день і вночі серединку. Олюблю осеребними січними Та я не знаю осеребними січними
SPEAKER_22 | 0:32:27.608 --> 0:32:35.742 |  – Ну, як там? Ти вже надумався? – В чому? Намаєш. Менше як за тиждень хлоп має уженитися, а він питається мене в чому.
SPEAKER_25 | 0:32:37.58 --> 0:32:37.109 |  Субтитрувальниця Оля Шор
SPEAKER_22 | 0:32:37.109 --> 0:32:37.953 |  Слухай дядьку.
SPEAKER_25 | 0:32:37.953 --> 0:32:40.501 |  Що ти думаєш про жінок?
SPEAKER_22 | 0:32:41.817 --> 0:32:50.474 |  Кожна жінка – це, немов, вечірня зоря, що сіяє, блищить, але здалека.
SPEAKER_25 | 0:32:52.145 --> 0:33:2.371 |  А я думаю про жінок просто реально. Кожна жінка наче сонце. Спочатку світить і гріє. А коли припече, та пропав брат.
SPEAKER_22 | 0:33:3.873 --> 0:33:14.302 |  Мій погляд куди кращий. Жінка – це не мов хмаронька, що плеве, розпливається і вже некуди вітер віє.
SPEAKER_25 | 0:33:14.386 --> 0:33:15.972 |  А тим вітром я твої гроші
SPEAKER_03 | 0:33:15.972 --> 0:33:34.518 |  Дякую, дядько.
SPEAKER_25 | 0:33:21.524 --> 0:33:21.625 |  Дякую!
SPEAKER_41 | 0:33:31.784 --> 0:33:31.885 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:33:31.885 --> 0:33:32.223 |  Так, так.
SPEAKER_41 | 0:33:32.223 --> 0:33:32.273 |  Субтитрувальниця Оля Шор
SPEAKER_03 | 0:33:34.737 --> 0:33:37.927 |  Well, take care. Bye. Damn it.
SPEAKER_22 | 0:33:44.440 --> 0:33:52.777 |  Будь розумний, хлопчимі, та це ж не марниця. Мільйон долярів так даром не дається.
SPEAKER_25 | 0:33:52.777 --> 0:33:56.928 |  Знаю це і я б хотів Той мільйончик мати
SPEAKER_22 | 0:33:57.63 --> 0:34:1.231 |  То женися і втужмить, будеш його мати
SPEAKER_25 | 0:34:1.248 --> 0:34:9.702 |  Та, що жінка це не мов, для коняки путо, Я ж не хочу, щоб мене у кардани взуто.
SPEAKER_22 | 0:34:9.550 --> 0:34:24.367 |  Ні, неправда, жінка це, мов панцістка шоуку, Так, що держить твої ніжки у м'якому шоуку. А для тебе тут панціст, добрий бого, братку, Ще й долярів мільйон.
SPEAKER_43 | 0:34:14.326 --> 0:34:14.630 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:34:14.630 --> 0:34:14.697 |  Дякую за перегляд!
SPEAKER_00 | 0:34:16.385 --> 0:34:16.537 |  Дякую.
SPEAKER_25 | 0:34:19.709 --> 0:34:30.627 |  Добри Богу, братку, ще долярів мільйон, дістанеш додатку, шкода сію я рішенням, не зміняю свого...
SPEAKER_22 | 0:34:30.627 --> 0:34:34.762 |  Так, ти дуринє, то дії і біше нічого.
SPEAKER_43 | 0:34:34.762 --> 0:34:35.808 |  То я дурень.
SPEAKER_22 | 0:34:35.808 --> 0:34:37.23 |  Так, дурак.
SPEAKER_43 | 0:34:37.23 --> 0:34:42.845 |  Субтитрувальниця Оля Шор
SPEAKER_22 | 0:34:59.956 --> 0:35:3.972 |  Воля без майна й долярів, ти ще надто молодий.
SPEAKER_25 | 0:35:3.972 --> 0:35:12.460 |  Як спинити наші чвари, як би вимкнути спіди? Ох, вже знаю, сходу маєш, дай лише подумай час.
SPEAKER_38 | 0:35:12.528 --> 0:35:24.880 |  Молодий, ти сам не знаєш, бізнес мін'єт нає нас.
SPEAKER_25 | 0:35:14.789 --> 0:35:16.173 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:35:22.906 --> 0:35:24.37 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:35:24.37 --> 0:35:24.965 |  Дякую за перегляд!
SPEAKER_24 | 0:36:52.883 --> 0:37:1.388 |  Вітаю! Добрий день, пані Ксеню! Як добре, що я вас зустрів.
SPEAKER_26 | 0:37:2.97 --> 0:37:3.802 |  Добрий день, пане професоре!
SPEAKER_24 | 0:37:4.4 --> 0:37:7.733 |  Пані Ксеніо, мені потрібна ваша допомога.
SPEAKER_26 | 0:37:8.527 --> 0:37:11.547 |  Звичайно, пане професоре, я допоможу вам чим зможу.
SPEAKER_24 | 0:37:11.699 --> 0:37:17.875 |  Пані Ксеню, чи відомо вам, що у вівчарію на полонині зникають вівці?
SPEAKER_26 | 0:37:17.150 --> 0:37:19.867 |  Так, люди про це говорять.
SPEAKER_24 | 0:37:20.626 --> 0:37:30.413 |  І я абсолютно переконаний, що ми стоїмо на порозі великого відкриття. І якщо я правий, це явище підтверджує мою теорію.
SPEAKER_26 | 0:37:26.600 --> 0:37:27.22 |  Дякую!
SPEAKER_24 | 0:37:30.616 --> 0:37:34.683 |  існування овечого метелика. Розумієте?
SPEAKER_26 | 0:37:35.780 --> 0:37:37.788 |  А чим я можу допомогти?
SPEAKER_24 | 0:37:37.788 --> 0:37:48.773 |  Чи не були б ви так любязні супроводити мене на полонину для проведення практичних досліджень цього важливого питання?
SPEAKER_26 | 0:37:48.773 --> 0:37:50.731 |  Саме зараз?
SPEAKER_24 | 0:37:51.220 --> 0:37:53.448 |  Зараз? Так, саме зараз!
SPEAKER_26 | 0:37:54.443 --> 0:38:2.375 |  Чесно кажучи, я збиралась у похід, але так і не дочекала свого товариства. Тож, я з радістю приведу вас у гори.
SPEAKER_24 | 0:38:4.619 --> 0:38:5.750 |  Чудово!
SPEAKER_26 | 0:38:5.750 --> 0:38:5.834 |  Дякую!
SPEAKER_24 | 0:38:5.834 --> 0:38:5.969 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:38:5.969 --> 0:38:13.512 |  Пойдемо сідати. Зачекайте, пане професоре, зачекайте! Не поспішайте так сильно, будь ласка!
SPEAKER_27 | 0:38:13.512 --> 0:38:14.947 |  Дякую за перегляд!
SPEAKER_26 | 0:38:14.947 --> 0:38:14.963 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:38:14.963 --> 0:38:15.14 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:38:15.14 --> 0:38:15.31 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:38:23.840 --> 0:38:27.721 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:38:28.193 --> 0:38:48.494 |  А де гандя вівці защелі тікати, то ніхто не знає, де вони сиділи. Злогіїв тут кінема. Лівці почали тікати, і ніхто не знає, куди саме вони тікаються. Злодії сюди находять, і вовки не могли завдати такої великої шкоди. А де оті гандя сама полоніна, та й без кета? Найнятрі ніякої нема. Тут і лісу немає, лише полонина тискала. Та й куди вони тікали, і що їм голову нарешті знає?
SPEAKER_27 | 0:38:32.210 --> 0:38:33.323 |  Богі, і у тутки нема.
SPEAKER_26 | 0:38:33.323 --> 0:38:34.893 |  Люди почали тікати, і ніхто не знав,
SPEAKER_04 | 0:38:34.893 --> 0:38:34.960 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:38:34.960 --> 0:38:35.973 |  Дякую за перегляд!
SPEAKER_00 | 0:38:35.973 --> 0:38:36.175 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:38:44.123 --> 0:38:50.114 |  Тут лісу немає, лише полонина тискала. Та куди вони ділися? Ніхто їм голову нарешті знає. І куди вони ділися, ніхто не знає.
SPEAKER_10 | 0:38:50.249 --> 0:38:53.337 |  Мольхварі кажуть, що таке атрофєйце опереквелеку бідав.
SPEAKER_26 | 0:38:53.405 --> 0:38:56.189 |  Мольфари, кажуть, такі бувають тільки перед великою бідою.
SPEAKER_10 | 0:38:56.54 --> 0:38:57.893 |  Може бути знову якась війна, або що?
SPEAKER_26 | 0:38:57.893 --> 0:38:59.632 |  Кажуть, може, знов війна буде.
SPEAKER_10 | 0:39:0.3 --> 0:39:13.148 |  Я пригадую, перед тією війною теж вівці пропадали. Перед тією війною теж вівці пропадали. Але я думаю, що тут справа не в цьому. Що таки в наших оцих горбах бродить привід, привід гуцулки Ксенії.
SPEAKER_24 | 0:39:14.43 --> 0:39:15.815 |  Приємець? Який приємець?
SPEAKER_26 | 0:39:16.996 --> 0:39:22.632 |  Даруйте, ці речі ж ніяк не можуть бути пов'язаними. Не звертайте уваги, це місцевий фольклор.
SPEAKER_24 | 0:39:23.797 --> 0:39:29.62 |  Фольклор? О, цікаво. Ви повинні докладно мені про це розповісти.
SPEAKER_10 | 0:39:31.981 --> 0:39:38.883 |  А ну, стій, шляхів, який трапили парень! Стій! Стій! Водокамені на тому місці десь є!
SPEAKER_11 | 0:39:57.935 --> 0:40:2.896 |  Ах, Америка – це просто рай. Я би хотіла туди поїхати. І я теж. І я.
SPEAKER_22 | 0:40:3.352 --> 0:40:6.592 |  Мої пташки, я вас всіх візьму до Америки.
SPEAKER_09 | 0:40:6.507 --> 0:40:8.836 |  Розкажіть нам про те, що я пам'ятаю.
SPEAKER_22 | 0:40:8.836 --> 0:40:11.975 |  Я вам все розкажу.
SPEAKER_09 | 0:40:8.853 --> 0:40:9.207 |  Йавам!
SPEAKER_32 | 0:40:9.207 --> 0:40:9.241 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 0:40:9.241 --> 0:40:9.393 |  Субтитрувальниця Оля Шор
SPEAKER_32 | 0:40:9.393 --> 0:40:10.608 |  Серовська сутра у мене.
SPEAKER_09 | 0:40:10.608 --> 0:40:10.878 |  Дякую.
SPEAKER_32 | 0:40:11.975 --> 0:40:13.409 |  Ти в машині.
SPEAKER_09 | 0:40:13.223 --> 0:40:14.33 |  Дякую.
SPEAKER_22 | 0:40:13.409 --> 0:40:13.460 |  Субтитрувальниця Оля Шор
SPEAKER_32 | 0:40:13.460 --> 0:40:16.582 |  По вулицях всі ходять в регатах.
SPEAKER_22 | 0:40:24.260 --> 0:41:52.668 |  В Америці, мої пани, я все в найвищім ступні. Найбільші ріки там міста і гори недоступні. Найшвидші світлі літаки, найвищі хмародери. Найбільші там багатії, злодії і гангстери. У життям шоу, як дорогих брилянтах і перстенях Водинники лише золоті, доляри у кишенях Та плоти плетені з кобаса, в річках пиво і мій Там кожен має гаузів п'ять, салон на Бродвей-стріт Америка – чудовий країн, можливостей безмежних. Америка – країна мрій, країна незалежних.
SPEAKER_27 | 0:41:53.478 --> 0:41:56.9 |  Україна на залежній!
SPEAKER_26 | 0:41:57.967 --> 0:41:58.51 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:41:58.51 --> 0:41:58.186 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:41:58.439 --> 0:41:58.793 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:41:58.793 --> 0:41:58.878 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:41:58.878 --> 0:41:59.165 |  Дякую!
SPEAKER_00 | 0:42:0.785 --> 0:42:0.852 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:0.852 --> 0:42:0.953 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:42:0.953 --> 0:42:1.72 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:1.72 --> 0:42:4.868 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:42:5.20 --> 0:42:5.510 |  Дякую.
SPEAKER_26 | 0:42:5.510 --> 0:42:7.45 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:42:7.45 --> 0:42:7.298 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:7.298 --> 0:42:7.383 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:42:7.383 --> 0:42:7.417 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:7.417 --> 0:42:7.872 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:42:7.872 --> 0:42:7.973 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:7.973 --> 0:42:8.969 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:42:8.969 --> 0:42:9.222 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:9.222 --> 0:42:9.323 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:42:9.323 --> 0:42:11.905 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:55.308 --> 0:42:57.434 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_25 | 0:42:57.434 --> 0:42:57.670 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:42:57.670 --> 0:42:59.37 |  Що сталося?
SPEAKER_25 | 0:42:59.37 --> 0:43:0.978 |  то поможіть мені. Що вам стало?
SPEAKER_26 | 0:43:0.978 --> 0:43:1.113 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:43:1.113 --> 0:43:1.518 |  Дякую!
SPEAKER_26 | 0:43:1.518 --> 0:43:3.37 |  Стукла ногу в коліні.
SPEAKER_25 | 0:43:3.37 --> 0:43:4.859 |  Ну покажіть, може я сам вам щось пораджу?
SPEAKER_26 | 0:43:4.859 --> 0:43:12.82 |  Що ви, бійтеся Бога, пане, коліно вам показувати? Це ж непристойно, жінка мужчині. Я від такого сорома, мабуть, під землю запалися.
SPEAKER_25 | 0:43:12.183 --> 0:43:13.364 |  Ну чим ж я вам допоможу?
SPEAKER_26 | 0:43:13.634 --> 0:43:34.441 |  то поможіть мені, принаймні, пройти туди і сісти. Посидіть біля мене трошки, гаразд? От нещастя, як я сьогодні буду грати, я не знаю.
SPEAKER_25 | 0:43:35.32 --> 0:43:36.449 |  На чим виграєте, пані?
SPEAKER_26 | 0:43:36.449 --> 0:43:41.123 |  На сцені. Я артистка. Драгі комічну оперетку.
SPEAKER_25 | 0:43:41.123 --> 0:43:41.377 |  Дякую.
SPEAKER_26 | 0:43:41.377 --> 0:43:53.527 |  Так, так. Знаєте, моє серце, воно повне великого героїзму. Дайте вашу руку.
SPEAKER_34 | 0:43:53.527 --> 0:43:53.611 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:43:53.611 --> 0:43:53.999 |  Субтитрувальниця Оля Шор
SPEAKER_34 | 0:43:53.999 --> 0:43:55.552 |  Дякую за перегляд!
SPEAKER_26 | 0:43:55.602 --> 0:44:6.672 |  Мені б'ється, воїстину, героїчне серце. Як би вам це пояснити? В мені є щось незвичайне, щось драматичне і взагалі класичне.
SPEAKER_25 | 0:44:7.651 --> 0:44:9.878 |  А які ролі вам найкраще підходять?
SPEAKER_26 | 0:44:9.710 --> 0:44:15.582 |  О, ролі я граю завжди самі найбільші. От, приміром, недавно я грала Марусу в грицю, знаєте?
SPEAKER_25 | 0:44:15.582 --> 0:44:16.139 |  Ага.
SPEAKER_26 | 0:44:16.139 --> 0:44:22.147 |  І там в Останній Дії я так вдавала вар'ят, що публіка думала, я на правду збожеволена.
SPEAKER_25 | 0:44:22.180 --> 0:44:23.885 |  Так, так.
SPEAKER_26 | 0:44:24.121 --> 0:44:36.642 |  Так, але знаєте, я б хотіла показати свої цінності всім, бо тут я навіть не маю змоги проявити себе, як слів. Я б дуже хотіла поїхати десь далеко у світ, до Парижу, до Голівуду.
SPEAKER_25 | 0:44:36.743 --> 0:44:37.756 |  До Холігуду!
SPEAKER_26 | 0:44:37.840 --> 0:44:55.728 |  Так, так, так, там я змогла б себе як слід проявити, тому що, окрім духовних, мені є ще й фізичні здібності. Ви просто подивіться на мене, подивіться на мою фігуру, а мої ноги, а ще мої руки, окрім того, мій темперамент. Кохані, я просто шалена.
SPEAKER_35 | 0:44:57.719 --> 0:44:59.204 |  Дом, шови!
SPEAKER_26 | 0:45:0.385 --> 0:45:9.700 |  Ой, вибачте, я не нароком! А що ви раптом так схопилися? Ви що, злякалися Ксенії?
SPEAKER_25 | 0:45:9.700 --> 0:45:11.320 |  Ви не думаєте собі, що ви можете...
SPEAKER_26 | 0:45:10.342 --> 0:45:23.892 |  Нічого я собі не думаю. Це був просто жарт. А ви вже думали, що я лечу на ваші доляри? Та якби я хотіла, я мала б їх скільки завгодно. І то реальних, а не з вашого вифантазованого спадку. Я, мій пане, мала ще й не таких поклонників, як ви.
SPEAKER_25 | 0:45:24.331 --> 0:45:26.862 |  А я зовсім не збираюся бути вашим поклонником.
SPEAKER_26 | 0:45:26.862 --> 0:45:36.802 |  За мною бігали справжні мільйонери, коло моїх ніг лежали поети, дипломати і навіть міністри. Може, і королі? А може, і королі. Не хочу більше з вами говорити.
SPEAKER_25 | 0:45:38.692 --> 0:45:39.788 |  Неприємно саме.
SPEAKER_40 | 0:45:41.223 --> 0:45:49.964 |  Вода купиною купила чортами, чорти козаком, чорти кого й шукає.
SPEAKER_27 | 0:45:49.964 --> 0:46:28.34 |  Субтитрувальниця Оля Шор Дякую за перегляд!
SPEAKER_19 | 0:46:28.34 --> 0:46:33.822 |  Ксеню, ти мені саме подібна.
SPEAKER_14 | 0:46:39.442 --> 0:46:40.741 |  Містери, хвилиночку.
SPEAKER_19 | 0:46:41.180 --> 0:46:42.496 |  Пані, я до ваших послуг.
SPEAKER_14 | 0:46:42.749 --> 0:46:50.107 |  Я не люблю нічого забивати в бобовну, тому валю просто з мосту. Я знаю про це, що ви спекулюєте на жінячці.
SPEAKER_19 | 0:46:51.406 --> 0:46:53.330 |  Я на жінячці некий.
SPEAKER_14 | 0:46:53.684 --> 0:46:55.692 |  Містери, не викручуйтеся.
SPEAKER_19 | 0:46:55.692 --> 0:46:58.763 |  Яке мені діло до того? Хіба я не маю доволі своїх хлопеців?
SPEAKER_14 | 0:46:59.438 --> 0:47:7.32 |  Щиро вам раджу взагалі не мішатися до тої справи. Першу цього, з тим легендарним спадком щось не в порядку. І взагалі, це не чиста справа.
SPEAKER_19 | 0:47:7.673 --> 0:47:8.804 |  З яким спадком?
SPEAKER_14 | 0:47:10.323 --> 0:47:17.39 |  Остарігаю вас. І перекажіть своїй сестринці Ксені, що їй ніць не вийти з тої справи, хай немає зайвих сподівань.
SPEAKER_19 | 0:47:17.630 --> 0:47:18.727 |  А Ксені тут до чого?
SPEAKER_14 | 0:47:19.233 --> 0:47:25.223 |  Містери, я по вашім носі пізнаю, що ви брешете. А тепер скажіть мені, де є моя дочка?
SPEAKER_19 | 0:47:26.135 --> 0:47:27.653 |  Не знаю. Біг май не знаю.
SPEAKER_14 | 0:47:28.261 --> 0:47:37.103 |  Ви всі змовилися. Містере, будьте обережні, бо можете попасти в дуже великі неприємності. Я просто зараз йду до поліції.
SPEAKER_28 | 0:48:4.795 --> 0:48:9.993 |  Смачно. А що то є?
SPEAKER_17 | 0:48:9.993 --> 0:48:10.246 |  Дякую за перегляд!
SPEAKER_28 | 0:48:10.246 --> 0:48:10.263 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:48:10.263 --> 0:48:10.280 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:48:12.102 --> 0:48:13.688 |  Справжні розбійницькі кулеша?
SPEAKER_17 | 0:48:14.903 --> 0:48:19.443 |  Та ні, звичайно. Зараз бринзи додам, та й будемо сідати в жовтчані.
SPEAKER_28 | 0:48:24.775 --> 0:48:30.901 |  А скажи, чи ти не жартував, коли казав, що у великих дебрях десь у лісі трапляються дикі ведмеді?
SPEAKER_18 | 0:48:31.154 --> 0:48:34.40 |  Ай, ні. Правда, трапляюся.
SPEAKER_28 | 0:48:36.520 --> 0:48:37.415 |  Щось ми не лячи.
SPEAKER_18 | 0:48:39.18 --> 0:48:43.85 |  Чого це? Хіба ти не присмирився зі своїм поглядом?
SPEAKER_28 | 0:48:43.405 --> 0:48:44.350 |  Не впевнено.
SPEAKER_18 | 0:48:47.472 --> 0:48:54.593 |  А тобі і не доведеться. Я порву того ведмедя, і будь-кого, хто задумає завдати тобі шкоди.
SPEAKER_06 | 0:49:4.313 --> 0:49:17.560 |  Приконта романтична там стоїлась в мені. Я наче в то указці або в червнім сні. Я заблукала в лісі і так стою сама. З одного боку річка, а з другого скала.
SPEAKER_12 | 0:49:21.813 --> 0:49:28.141 |  Ще не вся раптом гамір, і наче з-під землі Дванадцять розпишаків з'явились при мені
SPEAKER_06 | 0:49:33.187 --> 0:49:41.827 |  Здійсняться мої мрії, мої надії і сни Бо я люблю пригоди і романтикові сни Нарешті вже зазнаю
SPEAKER_12 | 0:49:40.325 --> 0:49:46.450 |  Нарешті вже зазнаємо всі роскоші в життях І разом ми полинем країну забуття.
SPEAKER_27 | 0:49:46.737 --> 0:49:47.345 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 0:49:47.345 --> 0:49:48.172 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:49:48.172 --> 0:49:48.205 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 0:49:48.205 --> 0:49:48.273 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:49:48.273 --> 0:49:48.745 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 0:49:48.745 --> 0:49:48.880 |  Дякую за перегляд!
SPEAKER_27 | 0:49:48.880 --> 0:49:52.711 |  І разом ми полинем в країну забуття
SPEAKER_19 | 0:50:4.456 --> 0:50:9.721 |  Ксені, я хочу поговорити з тобою про одну дуже важливу справу.
SPEAKER_26 | 0:50:10.92 --> 0:50:12.877 |  Може б це відкласти на потім? Тепер не час.
SPEAKER_19 | 0:50:12.961 --> 0:50:14.58 |  Саме тепер час.
SPEAKER_26 | 0:50:14.159 --> 0:50:14.868 |  Нерозуміло.
SPEAKER_19 | 0:50:15.138 --> 0:50:23.35 |  Зараз, розумієш, ми сьогодні влаштовуємо велике свято. І було б дуже добре, якби на ньому з'явилася одна незвична пані. Ти розумієш, про що я?
SPEAKER_26 | 0:50:23.339 --> 0:50:25.955 |  Бойцю, ми ж домовились, той раз був постанній.
SPEAKER_19 | 0:50:25.988 --> 0:50:33.312 |  Ксеню, я і сам вчив тебе дотримуватись домовленостей. А ти ж бачиш, що це працює. Вон, з самої Америки приїхали гості, бо почули про нашу оселю.
SPEAKER_26 | 0:50:33.633 --> 0:50:35.506 |  От і добре, на тому й зупинимось.
SPEAKER_19 | 0:50:35.506 --> 0:50:38.54 |  Останній раз, Ксеню. Сьогодні останній раз.
SPEAKER_26 | 0:50:38.358 --> 0:50:41.733 |  Войце, є різниця між промоцією і тим, щоб дурити людей?
SPEAKER_19 | 0:50:41.952 --> 0:51:4.666 |  Не така вже й велика. Сідай. Хіба все, що написано у книжках, що стоять на твоїй пилиці, правда? Добачиш? Ну ти ж не будеш думати, що Шекспір або Марко Вовчок тебе дурять. Бо то є мистецтво. Вигадка. Щось таке, що підносить.
SPEAKER_26 | 0:51:5.611 --> 0:51:8.75 |  Бойцю, ви вмієте переконувати.
SPEAKER_19 | 0:51:8.176 --> 0:51:8.969 |  Отже, домовилися.
SPEAKER_26 | 0:51:9.745 --> 0:51:10.707 |  Останній раз.
SPEAKER_19 | 0:51:11.568 --> 0:51:27.616 |  Останній раз. Ксеню, а як тобі подобається той молодий джентельмен Яро? Що сталося, дитина? Говори щиро, як з батьком, що бажає тобі добра.
SPEAKER_26 | 0:51:28.308 --> 0:51:32.206 |  Добре, буду говорити щиро. Він мені подобався, але...
SPEAKER_19 | 0:51:31.885 --> 0:51:47.5 |  Ей, дядя Мале, він тобі сподобався. Отже, мусиш бути з ним привітною, ласкавою. Не фиркати, як отут і часом вмієш, а причарувати його. Так, щоб не пізніше, як за тиждень, він з тобою дружився.
SPEAKER_26 | 0:51:47.292 --> 0:51:48.338 |  Подружився зі мною.
SPEAKER_19 | 0:51:48.473 --> 0:51:55.291 |  Чекай, коли це станеться, він одержить у спадок по батькові мільйон долярів. В противному разі дістане долю, розумієш?
SPEAKER_26 | 0:51:55.915 --> 0:52:1.703 |  Отже, аби він отримав мільйон долярів, я можу стати його дружиною? Цього ніколи не буде.
SPEAKER_19 | 0:52:2.227 --> 0:52:4.15 |  От ви маєш, то чому довіси?
SPEAKER_23 | 0:52:4.336 --> 0:52:9.989 |  У першій мірі він інтересується тортисткою Зузею, у другій мірі він є американець.
SPEAKER_19 | 0:52:10.293 --> 0:52:11.255 |  Ти ж його батько...
SPEAKER_23 | 0:52:10.613 --> 0:52:17.296 |  Все одно він американець, світова людина, з іншою душею, з іншими поглядами. У нього нема української душі.
