SPEAKER_09 | 0:0:57.963 --> 0:1:4.763 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 0:22:12.970 --> 0:22:20.41 |  Е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-е-
SPEAKER_04 | 0:22:19.602 --> 0:22:24.513 |  Не надяній, їдь до мами, я повернусь, поїдем на море, щас їдь до мами.
SPEAKER_09 | 0:22:20.817 --> 0:22:29.761 |  Їдь до мами, я повернусь, приїдем на море. Зараз їдь до мами. Шрам! Шрам!
SPEAKER_17 | 0:22:48.627 --> 0:22:49.218 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:23:4.473 --> 0:23:5.350 |  Ці пояснила зуб.
SPEAKER_09 | 0:23:5.958 --> 0:23:6.380 |  Так.
SPEAKER_14 | 0:23:7.747 --> 0:23:8.945 |  Ви дуже прошу візьміть мене.
SPEAKER_25 | 0:23:11.543 --> 0:23:12.50 |  До зустрічі!
SPEAKER_05 | 0:23:14.41 --> 0:23:14.294 |  Дякую.
SPEAKER_13 | 0:24:43.73 --> 0:25:44.870 |  На кого ти похожа? Сусідам в очі дивитися стидно. Сукерний сусід. Мені без колі так важко. Вже скоро сорок день я буду, а він тут, досі тут, я ночі прокидаюся, а він ходить по квартирі, злиться. А ти на кладбище до нього ні разу не поїхала. Вона поїхала, всі гульки в голові.
SPEAKER_15 | 0:25:54.438 --> 0:25:55.687 |  Мамо, не надо, пап.
SPEAKER_13 | 0:26:4.242 --> 0:26:16.460 |  Завтра поїдеш зі мною в контору. Не треба, мама, не треба. Я тебе прошу, мама, не треба. Пожалуйста, мама. Не мамкай! Не мамкай!
SPEAKER_15 | 0:26:18.113 --> 0:26:21.607 |  Вже добралися! Всі люди вважають, що дочка моя — проститутка!
SPEAKER_13 | 0:26:27.445 --> 0:26:32.963 |  Тобто всі. Де вони ці всі, мам? Всі.
SPEAKER_15 | 0:26:32.963 --> 0:26:38.43 |  Покажи мені їх, хто вони? Де вони? Хто всі?
SPEAKER_11 | 0:26:36.85 --> 0:26:36.642 |  Де вони?
SPEAKER_15 | 0:26:38.701 --> 0:27:5.77 |  Хто вони? О, там вони, так? О, тут? Ви тут? Включіть телевізор, дайте нам нормально пожити. Чуєте? Ви тут, так? Мам, чи може вони там? Вони там, так. Ви чуєте мене? Залисти нас, успокоїтесь, ми все нахер. Маме, чи може вони там? Вони там? Не трогайте нас, ясно вам блядь? Не трогайте нас, пішли ви нахер, ясно?
SPEAKER_09 | 0:27:0.790 --> 0:27:3.625 |  Не трогайте нас, ясно вам, блядь? Не трогайте нас!
SPEAKER_15 | 0:27:6.848 --> 0:27:9.717 |  Задяки! Ти до логів мене!
SPEAKER_09 | 0:27:8.705 --> 0:28:8.122 |  Не трогай мене! Нєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєє Ні, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не можу, не
SPEAKER_11 | 0:28:8.493 --> 0:28:14.568 |  Здратуйте, хто там такий малий та босий, а?
SPEAKER_27 | 0:28:15.40 --> 0:28:16.306 |  Папа-Дюра!
SPEAKER_11 | 0:28:16.593 --> 0:28:19.681 |  Нельзя так говорити про бабу. Бодя накаже.
SPEAKER_27 | 0:28:19.681 --> 0:28:20.35 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 0:28:21.98 --> 0:28:30.464 |  Накаже. І прищі на губах повискакують. Я повискакую! Повискакують і накажуть. Я кому сказала? Я накажу! Щас зараз хтось по задниці получить. Як думаєш, хто?
SPEAKER_17 | 0:28:31.4 --> 0:28:31.713 |  До зустрічі!
SPEAKER_11 | 0:28:32.776 --> 0:28:34.531 |  Ти вража дитина! Стій!
SPEAKER_17 | 0:28:33.29 --> 0:28:43.728 |  Вража дитину, стій! Вона пішла! Стояти! Я тебе зараз дужу, я тобі дам! Куди полетіла? Стояти!
SPEAKER_08 | 0:28:43.728 --> 0:28:49.735 |  Не повинні, не повинні, не повинні, не повинні, не повинні, не повинні, не повинні!
SPEAKER_23 | 0:29:13.782 --> 0:29:14.508 |  Що, тільки?
SPEAKER_17 | 0:29:18.963 --> 0:29:38.32 |  Блядь! Йо мать! Просипайся! Просипайся! Йо мать, успокойся! Ти що, не сподіваєшся? Не сподіваєшся! Зберігай його! На! Давай!
SPEAKER_25 | 0:29:38.32 --> 0:29:46.587 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_08 | 0:29:46.975 --> 0:29:47.262 |  Хм?
SPEAKER_22 | 0:29:49.996 --> 0:30:9.672 |  Молодчина. Висимувай, попри і перестань. Тіло! Ти жертви будеш? Згасити меню! Бліни, сир!
SPEAKER_06 | 0:30:15.173 --> 0:30:16.810 |  Там стоять! Там стоять!
SPEAKER_09 | 0:30:17.13 --> 0:30:27.965 |  Мммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммммдвддддддддддддддд
SPEAKER_26 | 0:30:27.104 --> 0:30:27.458 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 0:30:28.336 --> 0:30:30.125 |  Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла
SPEAKER_26 | 0:30:28.488 --> 0:30:29.703 |  Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла
SPEAKER_28 | 0:30:42.967 --> 0:30:53.378 |  Переводу ляла, На пося ходила, Щоб мати не почула.
SPEAKER_09 | 0:30:48.350 --> 0:30:48.755 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:30:53.598 --> 0:31:6.1 |  Щоби не сварила, щоб ади не почула, Щоби не сварила, а мати зим бала.
SPEAKER_09 | 0:31:4.77 --> 0:31:4.752 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:31:6.558 --> 0:31:12.177 |  І все чисто чула та й мене не стварила.
SPEAKER_02 | 0:31:12.970 --> 0:31:20.969 |  Дівчата, чекайте! Тамара, а що це у нас?
SPEAKER_13 | 0:31:20.969 --> 0:31:24.74 |  Доброго дня, Віра. Доброго дня.
SPEAKER_02 | 0:31:22.623 --> 0:31:23.62 |  Доброго дня.
SPEAKER_13 | 0:31:24.277 --> 0:31:28.175 |  Коліну смерть технікум пропустили, так хай трохи поработає.
SPEAKER_02 | 0:31:28.445 --> 0:31:38.620 |  Та нехай поработає, у нас дівка умна у нас. Та й ромпі моєму подобається. Хай поработає, опиту набереться. Нехай, хай попрацює.
SPEAKER_25 | 0:31:39.363 --> 0:31:41.506 |  Привіт, Брюс. Привіт, Брюс.
SPEAKER_02 | 0:31:42.265 --> 0:31:42.940 |  Гаразд.
SPEAKER_25 | 0:31:43.767 --> 0:31:48.914 |  Ну, ти шо, жартів не розумієш, а? Ось, психіатричний.
SPEAKER_02 | 0:31:49.572 --> 0:32:20.504 |  Ларіса, суття, почекай, ну. Слухай, не сиди, ворота закрила. Нам така невістка як ти нахер не треба. Але Ромке подобається, то бери, поки дають. Дитяка поручена. Або я хороша. Пока. Тамара, почекай, підем разом на роботу. Дякую за перегляд!
SPEAKER_09 | 0:32:20.707 --> 0:32:21.331 |  Дякую.
SPEAKER_02 | 0:32:21.331 --> 0:32:26.495 |  Ларісочка, на, до цього. Ух, я тут в момент не почуту, але продумуємо це все.
SPEAKER_09 | 0:32:26.545 --> 0:32:27.338 |  Дякую!
SPEAKER_02 | 0:32:27.895 --> 0:32:47.977 |  Томка, що це ви бабушку Дуду, думала, залишили? Чого ж я думала, там дитина залишилася. А, так їй сказали, ну-ка. Бабусі дітей на канікули підкинули, навезли, вона, мать, доволі. Ну чому ж я вона буде доволі, коли дітей не роблять, а вона ніколи не потрібна. Господи, давай.
SPEAKER_11 | 0:32:47.977 --> 0:32:52.786 |  Та помовчайте, воно Машка цілорава і слава Богу всі силом годують і ростуть діти.
SPEAKER_02 | 0:32:52.786 --> 0:32:58.237 |  Та це той самий случай, коли чужий тітей в прямому смисі слова не буває.
SPEAKER_11 | 0:32:53.258 --> 0:32:53.663 |  Дякую за перегляд!
SPEAKER_09 | 0:32:56.161 --> 0:32:56.633 |  Дякую.
SPEAKER_02 | 0:33:0.869 --> 0:33:4.987 |  Ларіса, а ти чого така недовольна сидиш? Я ж тобі роботу дала.
SPEAKER_14 | 0:33:4.987 --> 0:33:6.168 |  Зі счету збилось.
SPEAKER_02 | 0:33:6.286 --> 0:33:13.19 |  А, ну це тобі не комп'ютер, вибач. Баби, ну видай.
SPEAKER_26 | 0:33:11.939 --> 0:33:12.462 |  Субтитрувальниця Оля Шор
SPEAKER_02 | 0:33:13.53 --> 0:33:15.314 |  Луконій просто, ось такий луконій.
SPEAKER_09 | 0:33:13.778 --> 0:33:15.247 |  Просто у цьому соні.
SPEAKER_26 | 0:33:15.314 --> 0:33:17.35 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_09 | 0:33:17.373 --> 0:33:21.237 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:33:29.67 --> 0:33:32.172 |  Ти чого буваєш, а діти залишилися?
SPEAKER_14 | 0:33:33.421 --> 0:33:34.670 |  А тебе що, менше зелені будуть.
SPEAKER_25 | 0:33:35.345 --> 0:33:38.517 |  Я в мужика, може, пішов. Ставив висуну і пішов далі.
SPEAKER_14 | 0:33:40.154 --> 0:33:43.900 |  Ну так, а я не хочу дітей, я їх не люблю.
SPEAKER_25 | 0:33:44.947 --> 0:33:49.182 |  Кажи таку, оженися, зразу пацанів забабахати.
SPEAKER_16 | 0:33:51.89 --> 0:33:55.173 |  В цьому говні тут не те, що рожать, тут жити не хочеться.
SPEAKER_00 | 0:33:56.320 --> 0:34:7.930 |  Дивіться, у мене халатка, пристройка домовленого будиночку. Заведу поросяток, осінньо приїду в свою хату.
SPEAKER_13 | 0:34:11.2 --> 0:34:12.436 |  Ти шо, реально тут жити збираєшся?
SPEAKER_25 | 0:34:13.364 --> 0:34:14.275 |  Ну, а як вирішити?
SPEAKER_14 | 0:34:17.887 --> 0:34:18.528 |  Айові!
SPEAKER_13 | 0:34:26.594 --> 0:34:32.872 |  Куди це ти зібралася? До бабки. Подожди, я з тобою. Ні, я сама.
SPEAKER_02 | 0:34:37.225 --> 0:34:44.515 |  Тамарка! Та не хвилюйся ти так. Перебіситься. Йдем, чаю поп'єм. Пішли.
SPEAKER_13 | 0:34:48.768 --> 0:34:56.412 |  Колька по квартирі ходить. Я ночі прокидаюся, а він ходить, гупає, злиться.
SPEAKER_09 | 0:34:57.830 --> 0:34:59.264 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_23 | 0:34:59.602 --> 0:35:0.23 |  Бум!
SPEAKER_05 | 0:35:26.652 --> 0:35:30.854 |  Боже, тобі сфору, швидко неба, швидко неба, швидко неба!
SPEAKER_01 | 0:35:43.139 --> 0:36:16.940 |  Доігрались? А ну, що скупить тепер? Купи, Ліфон, говорись, коротля. Та я кольцо тобі подарую. Давай. Це мамкино було. Коротяк. Це неспиннене. Справжнє? Угу. Думаєш, простив? Я простив. Беру. Що? Це нормально? Чогось не вистачає, так?
SPEAKER_22 | 0:36:19.49 --> 0:36:28.313 |  Ну, давай, все йдемо. Красавець. Ще друзі, так, стоять. Так, тут я, тут я, привіт. Давай на косу.
SPEAKER_25 | 0:36:21.766 --> 0:36:22.897 |  Красавець.
SPEAKER_26 | 0:36:33.376 --> 0:36:34.186 |  Дякую!
SPEAKER_16 | 0:36:38.658 --> 0:36:42.33 |  Сонечко, а що ти тут робиш?
SPEAKER_27 | 0:36:42.910 --> 0:36:47.399 |  Кам'янець, кидаєш кам'янець?
SPEAKER_14 | 0:36:47.703 --> 0:36:48.597 |  А де мама?
SPEAKER_27 | 0:36:47.855 --> 0:36:48.175 |  Дякуємо!
SPEAKER_14 | 0:36:50.757 --> 0:36:51.27 |  Дякую.
SPEAKER_15 | 0:36:51.27 --> 0:37:2.468 |  Де мама? Там. Де мама? Там. Там? Маша!
SPEAKER_09 | 0:36:59.60 --> 0:36:59.819 |  Кінець брифінгу.
SPEAKER_15 | 0:37:3.346 --> 0:37:4.38 |  Дякую.
SPEAKER_27 | 0:37:3.430 --> 0:37:3.903 |  Дякую.
SPEAKER_15 | 0:37:4.544 --> 0:37:19.141 |  – Все, все. – Маша! – Маша! – Маша! Чекайте! – Пойдемо! – Все тут, так? Маша! – Маша! – Ліса!
SPEAKER_14 | 0:37:20.778 --> 0:37:25.823 |  Тихо, тихо, тихо. Подивитись за братів, на дівчатка, подивитись.
SPEAKER_07 | 0:37:25.199 --> 0:37:25.537 |  Дивитись.
SPEAKER_09 | 0:37:26.347 --> 0:37:29.418 |  Посійте тут, посійте тут, дівчата, посійте тут.
SPEAKER_14 | 0:37:26.768 --> 0:37:29.266 |  Постійте тут, постійте тут, дівчата, постійте тут.
SPEAKER_09 | 0:37:30.25 --> 0:37:30.717 |  Ла-ла-ла.
SPEAKER_13 | 0:37:31.207 --> 0:37:32.725 |  Йди, йди, йди. Куди поди забрали?
SPEAKER_09 | 0:37:32.624 --> 0:37:33.29 |  Дякую!
SPEAKER_16 | 0:37:32.725 --> 0:37:33.80 |  Дякую!
SPEAKER_13 | 0:37:33.29 --> 0:37:34.852 |  Подивись, ідеї десь забрати, подивись.
SPEAKER_16 | 0:38:3.353 --> 0:38:4.28 |  Говори.
SPEAKER_11 | 0:38:14.761 --> 0:38:17.832 |  Баба буде лити, а як вона полізе, би і лопаткою, добре?
SPEAKER_27 | 0:38:17.832 --> 0:38:18.828 |  Дякую!
SPEAKER_11 | 0:38:18.980 --> 0:38:24.785 |  – Ти приготувалася? – Так. Давай. Ліза!
SPEAKER_04 | 0:41:18.766 --> 0:41:19.154 |  Хто там?
SPEAKER_22 | 0:41:19.846 --> 0:41:35.692 |  Малюш, ну скільки тебе можна чекати? Я ж правильно прочував. Ви визивали мальчика на ніч? Кого нахер мальчика? Голубоглазого брюнета, метр 90. Ти не по адресу, придурок. Ну я не по адресу. Йо.
SPEAKER_04 | 0:41:38.948 --> 0:41:42.37 |  Хулі не ясно. З'їбался нахуй відсюди, поки я тебе не з голови не скину.
SPEAKER_22 | 0:41:42.87 --> 0:41:47.15 |  Ні, ну якщо ти не хочеш передок, то будемо ззадок. Ти стисняєш!
SPEAKER_06 | 0:41:54.119 --> 0:42:11.686 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_03 | 0:42:12.968 --> 0:42:14.32 |  Мені коліна зламали!
SPEAKER_06 | 0:42:14.32 --> 0:42:19.128 |  – Коклетки! Йомаха! – Де бабки? – Ви хто, обіз'яни? – Обіз'яни.
SPEAKER_09 | 0:42:21.102 --> 0:42:22.503 |  Ааа, мрап!
SPEAKER_05 | 0:42:24.89 --> 0:42:25.34 |  Ну і підораси.
SPEAKER_06 | 0:42:26.975 --> 0:42:30.721 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_12 | 0:42:38.872 --> 0:42:41.977 |  Блядь, дядя, брат Вадима! Ніхуя!
SPEAKER_04 | 0:42:44.204 --> 0:42:46.617 |  Хочеш, дзвони Вадиму, я тебе в асфальт закатаю, дурак.
SPEAKER_03 | 0:42:46.617 --> 0:42:48.119 |  А що це за машина?
SPEAKER_04 | 0:42:47.39 --> 0:42:47.326 |  Дякую за перегляд!
SPEAKER_03 | 0:42:49.165 --> 0:42:56.33 |  Тебе ж ножка була, ж на педальку не нажмеш. Я заберу. Та іпала за валізинок! Я кисну кисню!
SPEAKER_26 | 0:42:54.278 --> 0:42:55.409 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_22 | 0:42:55.409 --> 0:43:2.682 |  Ти, блядь, крує калємкою струмити можеш, а? Де долг його, сука, отдавай. Блядь, пусто. Могло виліпати.
SPEAKER_01 | 0:43:3.256 --> 0:43:3.863 |  Піздє.
SPEAKER_22 | 0:43:4.218 --> 0:43:4.775 |  Дістибе!
SPEAKER_06 | 0:43:8.335 --> 0:43:12.487 |  Зараз можна йдемо, дай. Пошо нахуй!
SPEAKER_03 | 0:43:19.490 --> 0:43:20.80 |  Нашов!
SPEAKER_25 | 0:43:21.532 --> 0:43:21.869 |  Дякую за перегляд!
SPEAKER_03 | 0:43:22.595 --> 0:43:37.208 |  Хто в будинку ще? Хто? Хто в будинку? Скажи, хто? Хто в будинку? Забрав, уїбай! Хто в будинку? Хто? Не трогай бабу! Стій! Стій! Стій!
SPEAKER_09 | 0:43:37.208 --> 0:43:37.664 |  Субтитрувальниця Оля Шор
SPEAKER_03 | 0:43:38.423 --> 0:43:43.283 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_09 | 0:43:43.486 --> 0:43:43.790 |  Дякую!
SPEAKER_03 | 0:43:44.701 --> 0:43:47.47 |  Ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, ну, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у, у,
SPEAKER_01 | 0:44:19.463 --> 0:44:20.290 |  Зйови.
SPEAKER_23 | 0:45:36.886 --> 0:46:6.620 |  Вадим, це Антон. Кішу вбили. Сашка Нового теж вбили. Я гроші привіз. Прийшли три мудаки, казали, що від тебе. Це твої люди. Нащо? Нащо вбивати? Нащо?
SPEAKER_07 | 0:46:20.693 --> 0:46:27.38 |  Дякую за перегляд!
SPEAKER_13 | 0:48:27.745 --> 0:48:45.953 |  Який ти ще будеш чекати свого бандита? Може з ним щось сталося? Який ти все життя будеш чекати, що його вб'ють?
SPEAKER_24 | 0:49:1.377 --> 0:49:3.31 |  А, він обіцяв, що він приїде
SPEAKER_00 | 0:49:1.445 --> 0:49:1.968 |  Амінь.
SPEAKER_24 | 0:49:6.524 --> 0:49:7.891 |  Правда, мене обіцяли.
SPEAKER_09 | 0:49:13.949 --> 0:49:15.704 |  Мамочка...
SPEAKER_07 | 0:49:32.478 --> 0:49:33.659 |  Виходить, що я муштором.
SPEAKER_03 | 0:50:35.995 --> 0:50:39.978 |  Ну що, без мокрухи не вийшло?
SPEAKER_04 | 0:50:39.708 --> 0:50:43.640 |  – Не вийшло! Не вийшло! – Чому не вийшло? Бо того не вийшло!
SPEAKER_12 | 0:50:42.374 --> 0:50:43.454 |  Подоли вийшло!
SPEAKER_04 | 0:50:43.808 --> 0:50:55.250 |  Молча їдем, забираємо Ларісу, валимо в Польщу, все. Далі ми розсипнуємо, куди друг другу не кажемо, ясно все? А чого ми не кажемо друг другу? Чого?
