SPEAKER_19 | 0:1:10.619 --> 0:1:11.277 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:32:12.337 --> 0:32:12.978 |  Я ще хочу.
SPEAKER_08 | 0:32:12.978 --> 0:32:35.776 |  Я хочу образ поцілувати, я ще хочу поріг, я хочу сік, де хто є на світі, я хочу канаду, ну пусти, чуєш?
SPEAKER_27 | 0:32:35.776 --> 0:32:35.928 |  Дякую за перегляд!
SPEAKER_08 | 0:32:35.928 --> 0:32:36.29 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:32:36.29 --> 0:32:36.468 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 0:32:36.468 --> 0:32:36.518 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:32:36.518 --> 0:32:47.302 |  Достаток! Іване, а ви шуруйте мені з хати, хоч це ваша хата. Або я вас тут не видів, бо вб'ює хоропця. Я піду, я піду.
SPEAKER_09 | 0:32:47.302 --> 0:32:47.369 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:32:47.673 --> 0:32:48.972 |  Я вам не кажу нічого.
SPEAKER_09 | 0:32:48.972 --> 0:32:54.963 |  Але ви не гнівайтеся, я в Канаду їду, гріх мені на душу перед дорогою брати.
SPEAKER_27 | 0:32:54.963 --> 0:32:58.34 |  Який я чоловік? Мені здається, що гріх буде.
SPEAKER_25 | 0:32:58.34 --> 0:33:13.964 |  Не будете мати, хай забираєтесь з хати, бо ви баба, а не газда. А ти вийдеш із-за стола? Я вижу, що не вийду, бо я маю під образами бути. А й вийдеш, вийдеш, біг не вийдеш, ми будемо ті просити.
SPEAKER_20 | 0:33:31.565 --> 0:33:32.172 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:36:16.973 --> 0:36:22.154 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 0:38:27.80 --> 0:38:29.257 |  Кінець брифінгу
SPEAKER_19 | 0:38:45.490 --> 0:38:47.650 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:38:54.890 --> 0:38:58.366 |  вам пайно казти і газиїні.
SPEAKER_18 | 0:38:58.366 --> 0:38:58.383 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:38:59.159 --> 0:38:59.176 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:38:59.176 --> 0:39:0.37 |  Ви мене мали!
SPEAKER_18 | 0:39:0.37 --> 0:39:3.952 |  Я не загазду, а мою загаздиню.
SPEAKER_20 | 0:39:3.968 --> 0:39:7.360 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:39:7.360 --> 0:39:7.394 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:39:7.394 --> 0:39:10.482 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:39:10.482 --> 0:39:20.84 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:39:13.385 --> 0:39:16.169 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:39:16.169 --> 0:39:16.186 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:39:16.186 --> 0:39:16.203 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:39:16.203 --> 0:39:16.405 |  Дякую!
SPEAKER_20 | 0:39:16.405 --> 0:39:16.422 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:39:16.422 --> 0:39:17.97 |  Дякую!
SPEAKER_15 | 0:39:17.97 --> 0:39:17.789 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:39:17.789 --> 0:39:18.177 |  Дякую.
SPEAKER_09 | 0:39:18.177 --> 0:39:18.329 |  Дякую!
SPEAKER_10 | 0:39:20.708 --> 0:39:23.37 |  Да дякую вам, красно!
SPEAKER_19 | 0:39:22.683 --> 0:39:28.302 |  Па! Па!
SPEAKER_10 | 0:39:28.657 --> 0:39:32.470 |  Най вам Бог дасть, що собі в них ожадаєте.
SPEAKER_19 | 0:39:43.304 --> 0:39:47.675 |  Дякую за перегляд!
SPEAKER_10 | 0:39:48.923 --> 0:40:0.145 |  Дай вам Боже здоров'я, Газда Михайле! Боже здоров'я! Я вам вибачаю, Кеттюсе вибачаю і ви мені вибачаєте. Я вам вибачаю!
SPEAKER_19 | 0:40:0.145 --> 0:40:0.314 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:40:0.314 --> 0:40:0.415 |  Дякую!
SPEAKER_19 | 0:40:0.415 --> 0:40:0.601 |  Дякую!
SPEAKER_03 | 0:40:3.284 --> 0:40:17.37 |  Буйко Іване, дай вам, Боже, прожити ще на цім світі. Донай Господь малосердний щасливо запровадить вас на місце. Це допоможе ласкою своєю на нову газдону.
SPEAKER_04 | 0:40:17.37 --> 0:40:17.392 |  Слава Україні!
SPEAKER_03 | 0:40:17.392 --> 0:40:17.932 |  Та ти.
SPEAKER_04 | 0:40:17.932 --> 0:40:17.965 |  Субтитрувальниця Оля Шор
SPEAKER_03 | 0:40:17.965 --> 0:40:18.202 |  Дякую!
SPEAKER_04 | 0:40:18.202 --> 0:40:25.188 |  Я вам прощаю. І ви мені прощайте. Будь поіваним.
SPEAKER_09 | 0:40:26.352 --> 0:40:26.386 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:40:26.386 --> 0:40:26.403 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 0:40:26.403 --> 0:40:26.453 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:40:26.453 --> 0:40:29.575 |  І ви мені прощайтеся.
SPEAKER_18 | 0:40:29.862 --> 0:40:29.879 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 0:40:29.879 --> 0:40:38.30 |  Ей, куми Бог посолює. Апрош! Газ! Досягай! Досягай!
SPEAKER_19 | 0:40:38.30 --> 0:40:41.202 |  Куди та, го, го, про кіта бачиш?
SPEAKER_10 | 0:40:42.468 --> 0:41:17.753 |  Гадав собі, що вас за стіл повсаджую, як прийдете на весілля найменшого, але інакше зробилося. Та вже таке настало, що наші діди і дати не знали, то ми мусимо знати. Воля Господа! А досягайте, кази, досягайте і вибачайте, вибачайте за решту. Будьте вибачні!
SPEAKER_19 | 0:41:19.964 --> 0:41:20.48 |  Дякую!
SPEAKER_10 | 0:41:20.48 --> 0:41:20.572 |  Дякую.
SPEAKER_19 | 0:41:20.572 --> 0:41:20.656 |  Дякую!
SPEAKER_10 | 0:41:22.597 --> 0:41:52.195 |  Тимофіхо, кумо, я хочу до вас напитися. От дивлюся на вас, та й мені, як який сказав, молоді, літа наші нагадується. Де-де-де-де, ото з те були, хлоп'є Надівка, то за вами не одну мнічку збавив, а? То з те в танці ходили, як сновавка, так рівно, бо де-то кумо, то ті на широких, та й вибачайте, щоб на старість танець нагадав.
SPEAKER_28 | 0:41:53.157 --> 0:42:9.121 |  Коли б учинивсі серед такої пустелі, Лиш я та Бога би був, Коби б не видіти ні панів, Ні ксюнзів, ні кромарів, Отоді б було, що я пан, Ей, коби та так помов.
SPEAKER_30 | 0:42:16.563 --> 0:42:47.157 |  Хороший, дай Боже, дай Боже, дай Боже. Ще не знаходився такий секретан, аби що з нього скіх заподав. Ой, ні, був чех, був німець, був поляк. Дякую.
SPEAKER_19 | 0:42:47.157 --> 0:42:47.191 |  Субтитрувальниця Оля Шор
SPEAKER_30 | 0:42:48.406 --> 0:42:54.245 |  Аж як настав Мазур, та й на шоху рушеною аж підвешено.
SPEAKER_13 | 0:43:2.750 --> 0:43:10.90 |  Я випуцював, я був випуцюваний, дай Боже здоров'я.
SPEAKER_19 | 0:43:9.500 --> 0:43:13.280 |  Слава Україні!
SPEAKER_13 | 0:43:14.596 --> 0:43:32.365 |  Катрій, чорний, тобою як риглом посипали по-чорному. А Катрій? А Катрій?
SPEAKER_14 | 0:43:32.365 --> 0:43:32.602 |  Іл!
SPEAKER_13 | 0:43:32.602 --> 0:43:32.686 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:43:32.686 --> 0:43:46.169 |  Та як маслом сніг посипав, не може здоравляти. Та ні, ми йдемо в Вордунку.
SPEAKER_19 | 0:43:46.962 --> 0:43:47.30 |  Дякую!
SPEAKER_14 | 0:43:47.468 --> 0:43:50.50 |  Чесер міксіфлати, дай Боже здоровля!
SPEAKER_19 | 0:43:48.953 --> 0:43:50.101 |  Дай почути здоров'я!
SPEAKER_14 | 0:43:52.143 --> 0:44:0.614 |  Але гроші мав, ой, мав-мав. Дай Боже здоровля, дай Боже.
SPEAKER_13 | 0:44:4.411 --> 0:44:5.575 |  Е, Боже, здоров'я!
SPEAKER_23 | 0:44:51.3 --> 0:44:51.37 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 0:44:54.327 --> 0:44:57.314 |  на п'язаних і ваннах.
SPEAKER_23 | 0:44:59.390 --> 0:45:21.293 |  Доганяйте літа мої, літа молоді, доганяйте літа молоді.
SPEAKER_19 | 0:46:14.28 --> 0:46:15.23 |  Дякую.
SPEAKER_21 | 0:46:15.23 --> 0:46:23.309 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:46:20.947 --> 0:46:24.423 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 0:46:24.423 --> 0:46:24.507 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:46:24.507 --> 0:46:35.459 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 0:46:25.655 --> 0:46:32.506 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:46:33.46 --> 0:46:33.856 |  Дякую за перегляд!
SPEAKER_21 | 0:46:33.856 --> 0:46:33.940 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:46:33.940 --> 0:46:35.138 |  Дякую за перегляд!
SPEAKER_19 | 0:46:36.185 --> 0:46:55.490 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:46:52.975 --> 0:46:54.494 |  Грає музика.
SPEAKER_19 | 0:46:55.979 --> 0:47:39.27 |  Субтитрувальниця Оля Шор Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить пісня «Звучить
SPEAKER_00 | 0:47:16.330 --> 0:47:16.381 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:47:16.381 --> 0:47:17.933 |  Дякую.
SPEAKER_00 | 0:47:17.933 --> 0:47:30.623 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:47:30.623 --> 0:47:34.808 |  Дякую за перегляд!
SPEAKER_00 | 0:47:34.808 --> 0:47:35.433 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:47:35.433 --> 0:47:36.412 |  Дякую.
SPEAKER_00 | 0:47:36.412 --> 0:47:36.428 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 0:47:37.711 --> 0:47:37.913 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:47:39.95 --> 0:47:57.202 |  Субтитрувальниця Оля Шор
SPEAKER_22 | 0:47:53.978 --> 0:48:1.505 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:47:59.311 --> 0:48:1.488 |  Дякую за перегляд!
SPEAKER_17 | 0:48:1.505 --> 0:48:2.28 |  Дякую.
SPEAKER_22 | 0:48:2.28 --> 0:48:2.45 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:48:2.45 --> 0:48:2.315 |  Субтитрувальниця Оля Шор
SPEAKER_22 | 0:48:2.315 --> 0:48:2.787 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:48:2.787 --> 0:48:6.787 |  Увага на екран!
SPEAKER_22 | 0:48:3.7 --> 0:48:3.968 |  Дякую.
SPEAKER_17 | 0:48:3.968 --> 0:48:5.335 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:48:7.681 --> 0:48:18.633 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:48:19.662 --> 0:48:23.223 |  Тарах, на тобі платину та пайно обітрійси.
SPEAKER_19 | 0:48:23.678 --> 0:48:25.28 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:48:25.619 --> 0:48:37.786 |  Щоб я тут ніяких плачів не видів. Плакати ще доста часу. Ще так наплачешся, що очі тобі витечуть.
SPEAKER_26 | 0:48:38.73 --> 0:48:44.333 |  Куми Іване, та облешнує свою житку, та ж вона вам не варить.
SPEAKER_18 | 0:48:44.333 --> 0:48:52.315 |  А візьміть та вготіть мені сокиру, печенки, а може той жовч трісне, бо не витримаю.
SPEAKER_19 | 0:48:59.167 --> 0:48:59.183 |  Субтитрувальниця Оля Шор
SPEAKER_29 | 0:48:59.183 --> 0:48:59.858 |  Люди!
SPEAKER_18 | 0:48:59.858 --> 0:48:59.875 |  Субтитрувальниця Оля Шор
SPEAKER_29 | 0:49:0.837 --> 0:49:1.23 |  Дякую.
SPEAKER_18 | 0:49:1.23 --> 0:49:1.411 |  Субтитрувальниця Оля Шор
SPEAKER_29 | 0:49:2.288 --> 0:49:2.305 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:49:2.305 --> 0:49:3.166 |  Таке й туск.
SPEAKER_29 | 0:49:3.841 --> 0:49:3.858 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:49:3.858 --> 0:50:8.219 |  Такий тоск, що не пам'ятаю, що зі мною робиться. Щось бим сказав, та наймовчу, найшаную образи та вас, та хоруги, та вас, як і гречних. А ді бачите, як плаче? Та на кого? На мене! На мене, газдине! То я тебе викоринав на старості літі своєї хати. Мовчи не хлипай, бо тобі сиві киски зараз оббичу, то їх Америки не побачиш. Ви мені не дивуйтесь Але то не задурно
SPEAKER_19 | 0:50:9.265 --> 0:50:10.25 |  Дякую.
SPEAKER_18 | 0:50:10.430 --> 0:50:12.50 |  Ой, незадурно.
SPEAKER_19 | 0:50:12.978 --> 0:50:13.838 |  Дякую.
SPEAKER_18 | 0:50:14.58 --> 0:50:17.28 |  Цього б нічого не було, як би не вона святила.
SPEAKER_02 | 0:50:17.28 --> 0:50:42.830 |  То вже вуйко Іване пропало. Ви собі туз до серця не припускайте. А може, як нам дорогу покажете, то і ми всі за вами підемо. За цим краєм не варто туз до серця брати.
SPEAKER_19 | 0:50:46.475 --> 0:50:49.276 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 0:50:54.423 --> 0:51:0.616 |  Ця земля не годна стільки народу здержати та стільки бід вітримати.
SPEAKER_17 | 0:51:2.84 --> 0:51:2.303 |  Дякую.
SPEAKER_11 | 0:51:2.303 --> 0:51:3.822 |  Мужик не ходить.
SPEAKER_17 | 0:51:3.400 --> 0:51:4.717 |  Дякую за перегляд!
SPEAKER_11 | 0:51:4.717 --> 0:51:5.37 |  Дякую.
SPEAKER_30 | 0:51:5.37 --> 0:51:6.387 |  Знам'ятово!
SPEAKER_11 | 0:51:5.189 --> 0:51:5.358 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:51:6.387 --> 0:51:6.421 |  Субтитрувальниця Оля Шор
SPEAKER_30 | 0:51:9.492 --> 0:51:11.28 |  Обої вже не ходять.
SPEAKER_15 | 0:51:10.842 --> 0:51:29.405 |  Заранчили нам, пшелетіли нам, так нас скіпали, так зуляли, так воробили, так нас воробили, так воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробили, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробіли, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас воробі, так нас вороб
SPEAKER_18 | 0:51:31.683 --> 0:51:34.147 |  Знай, їм Бог допомагає їсти той хліб.
SPEAKER_20 | 0:51:34.872 --> 0:51:35.24 |  Дякую!
SPEAKER_19 | 0:51:35.24 --> 0:51:36.138 |  Здоров'я, хлопець!
SPEAKER_18 | 0:51:35.699 --> 0:51:58.160 |  А мені однаково гинути. Але, газди, де мені переломаному доходів? Я зробок. Ціле тіло мозіль, кості дріхляві. Що заки їх рано докупи зведеш, то десять раз йойкнеш.
SPEAKER_28 | 0:51:58.160 --> 0:51:58.565 |  Дякую за перегляд!
SPEAKER_10 | 0:51:58.278 --> 0:51:58.328 |  Дякую!
SPEAKER_28 | 0:51:59.510 --> 0:52:10.968 |  Колись на цій землі буде покаяння, бо народ це поріже. Не маєте ви за чим банувати, то жити. Дякую вам за це слово, але його не приймаю.
SPEAKER_18 | 0:52:10.968 --> 0:52:11.137 |  Дякую!
SPEAKER_28 | 0:52:11.828 --> 0:52:11.845 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:52:11.845 --> 0:52:31.252 |  Певен, що Париж і сі. Але, щоб Бог не гнівається на таких, що землю на Гендель пускають. Тепер нікому землі не треба, лише векселів та банків. Тепер молоді газди, мудрі настали.
SPEAKER_19 | 0:52:38.980 --> 0:52:39.31 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:52:39.31 --> 0:52:39.318 |  Увага на екран!
SPEAKER_18 | 0:52:40.162 --> 0:52:43.908 |  Такі феєрмани ще й за землю не згоріли.
SPEAKER_29 | 0:52:55.366 --> 0:52:55.383 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 0:52:55.383 --> 0:54:5.735 |  А дивіться на ту стару скрипку. Запускати її на гендель, Та ж то-то верба стара, Рухлява. Кіни її пальцем, Та й маком сяде. Загадайте, щоб вона на місце зайде. Ото переверниться десь у окип, Та й все розтягнуть, А нас поженуть далі, І подивитися не дадуть. Катеріно, що ти собі не Богу у своїй голові гадаєш? Де тебе покладу в могилу? Чи, може, тебе риба має їсти? Та тут порядній рибі нема, що на один зуб узяти. Аді! А Бог знає, як з нами буде. А я хочу перед всіми нашими людьми з тобою випрощитися. Так як шлюб перед ними брали, то я хочу перед ними випрощитися з тобою на смерть. Може тебе так кинуть у вори?
SPEAKER_26 | 0:54:5.735 --> 0:54:6.308 |  Дякую!
SPEAKER_18 | 0:54:6.308 --> 0:54:7.34 |  Прияне, Будові.
SPEAKER_26 | 0:54:7.34 --> 0:54:7.507 |  Увага на екран!
SPEAKER_18 | 0:54:7.507 --> 0:54:7.523 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:54:8.333 --> 0:54:10.949 |  А може мене кинуть, що ти не видітимеш.
SPEAKER_18 | 0:54:10.949 --> 0:54:10.966 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 0:54:11.590 --> 0:54:21.378 |  То прости мені, стара, можем ті коли скривдив. Прости мені і в перший раз. І в другий.
SPEAKER_10 | 0:54:21.378 --> 0:54:21.428 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:54:21.867 --> 0:54:22.778 |  Найбільше!
SPEAKER_10 | 0:54:22.778 --> 0:54:22.930 |  Дякую.
SPEAKER_26 | 0:54:22.930 --> 0:54:23.48 |  Дякую.
SPEAKER_10 | 0:54:23.48 --> 0:54:25.40 |  І в третій раз...
SPEAKER_18 | 0:54:25.40 --> 0:54:25.90 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 0:54:25.90 --> 0:54:25.850 |  Найбільше.
SPEAKER_10 | 0:54:25.850 --> 0:54:26.18 |  Дякую!
SPEAKER_18 | 0:54:26.18 --> 0:55:14.433 |  А вас, газди, я ще маю на дві справи просити. Десь, може, сини пустять в село на пошту, що нас із старою нема. то бим просив, аби за нас наймили служебку, та й так, як сьогодні зійшли на обідиці, та й виказали очі наш за нас. Може, пан Біг менше гріха припише. Я гроші Якова вилишу, бо він молодий та слушний чоловік, та й дідів грейцар не сховає.
SPEAKER_00 | 0:55:14.956 --> 0:55:19.276 |  Наймемо, наймемо і очі нас за вас викажемо.
SPEAKER_18 | 0:55:20.407 --> 0:56:22.34 |  Ви старому не дивуйтесь, та й не смійтесь, діда, бо мені самому гею ститься вам казати. Але здається, що був би гріх мав, якби вам цього не сказав. Ви знаєте, що я на собі, на своїм горбі, хресток камінний поклав. Ах, гірко я його віз І гірко наверх висаджув Але поклав Хотів пам'ятку по собі лишити Я на нім вік свій стратив Скарічився Коби міг, то й сховав би м'яго за пазуху Та й взяв собою світлий. Тужно мені і зацікавитися.
SPEAKER_29 | 0:56:22.34 --> 0:56:35.534 |  найменшою крихтою в селі, за найменшою дитиною. Але за тим горбом так і ніколи не перебанується.
SPEAKER_18 | 0:56:43.769 --> 0:57:3.310 |  То я вас прошу, Газди, аби ви, як будете на святу неділю, поле святити, аби ви ніколи мого горба не минали. Будь-котрий молодий найвибіжить, та й мій хрест покропить свяченою водиці.
SPEAKER_05 | 0:57:4.2 --> 0:57:6.500 |  Я вибіжу, я покроплю Христ.
SPEAKER_18 | 0:57:7.495 --> 0:57:21.316 |  Просюю вас за це дуже гречно, аби сте ви, мого Христа, ніколи не минали. Буду за вас на тім світі, Богу просить, лише зробіть дідів його волю.
SPEAKER_05 | 0:57:23.20 --> 0:57:37.904 |  Іване, куме, а лишить же ви тусть на боці. Ледь цього відкиньте, будуть вас люди нагадувати, та й Христа вашого святу неділю не минуть.
SPEAKER_19 | 0:57:37.904 --> 0:58:11.249 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_24 | 0:59:4.844 --> 0:59:45.327 |  Війна моєї дівчиночки горішки надріле, Було ж тобі, дівчиночко, горішки не гісти, Як із мене не зрубило полові повісти. Я горішки пай не їла, не сейку штувала, Я милого не нюбила, не сейку трубав. Музика Музика
SPEAKER_27 | 0:59:50.288 --> 1:0:34.214 |  Завчери у ньому нині, у короткому нині, А й щодо грошей у короткому нині. Субтитрувальниця Оля Шор
SPEAKER_19 | 1:0:41.65 --> 1:0:42.466 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:1:23.337 --> 1:1:26.898 |  Ра, хай машира інць-вай-драй!
SPEAKER_22 | 1:1:29.277 --> 1:1:29.294 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:1:29.294 --> 1:1:39.807 |  Ходи, підемо, оберемось по-панськи і підемо панувати.
SPEAKER_29 | 1:1:39.807 --> 1:1:39.841 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:1:42.963 --> 1:1:43.30 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 1:1:43.30 --> 1:1:52.970 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:1:52.970 --> 1:1:55.973 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:1:55.973 --> 1:1:56.24 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:1:55.990 --> 1:1:57.70 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:1:56.260 --> 1:1:56.699 |  Дякую.
SPEAKER_19 | 1:1:58.943 --> 1:2:23.294 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:2:22.214 --> 1:2:22.990 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:2:24.37 --> 1:3:3.35 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_21 | 1:3:11.50 --> 1:3:17.24 |  Дякую, Духа Павло. Носа і сіна світові, Духа Павло.
SPEAKER_19 | 1:3:55.972 --> 1:4:55.574 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_17 | 1:5:1.784 --> 1:5:1.801 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:5:1.801 --> 1:5:2.189 |  Ой!
SPEAKER_17 | 1:5:2.189 --> 1:5:2.240 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:5:3.218 --> 1:5:4.180 |  Якийсь газда.
SPEAKER_27 | 1:5:4.180 --> 1:5:4.214 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:5:5.918 --> 1:5:5.935 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 1:5:5.935 --> 1:5:12.736 |  Та хорнито, та катрання з себе. Бо ці випалічкою, як послідньо, корву.
SPEAKER_18 | 1:5:17.579 --> 1:5:17.596 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:5:17.596 --> 1:5:17.714 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:5:17.714 --> 1:5:17.765 |  Субтитрувальниця Оля Шор
SPEAKER_20 | 1:5:19.47 --> 1:5:19.604 |  Що є ще?
SPEAKER_18 | 1:5:20.498 --> 1:5:27.940 |  Пусти, польку мені грай, папанський, маю гроші.
SPEAKER_20 | 1:5:27.940 --> 1:5:27.991 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 1:7:56.727 --> 1:7:56.761 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:7:56.761 --> 1:8:20.133 |  Іще молимся, опокоєні душу собші храбовожі, Йоанна, Катерини, Демитрія, Ніколая, Антоніни, Андрея, їм же поминані дні створю, і уєже проститися їм всяку їх прерішенню, вольному чи невольному.
SPEAKER_19 | 1:8:23.913 --> 1:8:32.637 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:8:24.352 --> 1:8:30.562 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:8:32.772 --> 1:8:44.28 |  Господи, нам не будь бурт.
SPEAKER_00 | 1:8:32.890 --> 1:8:34.342 |  О-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-о-
SPEAKER_06 | 1:8:36.518 --> 1:8:37.227 |  Амінь.
SPEAKER_19 | 1:8:44.95 --> 1:8:45.23 |  Амінь.
SPEAKER_07 | 1:9:1.780 --> 1:9:15.871 |  Дяко, да оченить Господь Бог душі їх во святи, і діже всі святі і праведні почиваю.
SPEAKER_19 | 1:9:18.976 --> 1:9:38.28 |  Господи, пам'ятуй! Господи, пам'ятуй!
