SPEAKER_08 | 0:0:31.520 --> 0:0:37.477 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:38:59.767 --> 0:39:0.172 |  Юра!
SPEAKER_14 | 0:39:0.458 --> 0:39:1.758 |  Що хочеш?
SPEAKER_15 | 0:39:2.956 --> 0:39:8.896 |  Останови, будь ласка, ось тут на трохи. Мені дуже вийти треба.
SPEAKER_14 | 0:39:11.714 --> 0:39:14.93 |  Ми вже, я так розумію, приїхали.
SPEAKER_15 | 0:39:15.950 --> 0:39:22.227 |  І тоді мені дійсно потрібно срочно витихати.
SPEAKER_14 | 0:39:23.628 --> 0:39:27.273 |  Добре, все-таки закачало, так?
SPEAKER_15 | 0:39:27.273 --> 0:39:27.290 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:39:27.290 --> 0:39:27.880 |  Тіпа того.
SPEAKER_15 | 0:39:27.880 --> 0:39:27.914 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:39:29.652 --> 0:39:31.964 |  Так а що, бажання клієнта — закон.
SPEAKER_08 | 0:40:30.807 --> 0:40:31.448 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:40:45.472 --> 0:40:53.909 |  Що за хєрня? Що ти зв'язаний, Лова? Телефон не бере.
SPEAKER_15 | 0:40:54.787 --> 0:41:0.355 |  Ти навіть не намагайся дзвонити, тут ніякої зв'язки немає. Ніде, нічого не бере.
SPEAKER_14 | 0:41:1.418 --> 0:41:1.992 |  Так, так.
SPEAKER_15 | 0:41:1.992 --> 0:41:9.265 |  Так-то, ідеш приплюй. Разе що залізти куди-то високо.
SPEAKER_00 | 0:41:14.665 --> 0:41:15.53 |  Дякую за перегляд!
SPEAKER_15 | 0:41:15.897 --> 0:41:16.437 |  Що не бачиш?
SPEAKER_00 | 0:41:17.939 --> 0:41:18.361 |  Т.е.
SPEAKER_15 | 0:41:19.795 --> 0:41:22.158 |  Ну що то і? Подумай.
SPEAKER_00 | 0:41:22.867 --> 0:41:23.963 |  Що ти думав?
SPEAKER_14 | 0:41:23.963 --> 0:41:24.31 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:41:24.31 --> 0:41:28.351 |  поле, якийсь мужик скусує. Мужик скусує в пустому полі.
SPEAKER_15 | 0:41:53.967 --> 0:42:6.539 |  Та я пошутила. Ти ж не зрозуміла? Не знаю. Я це дію. Добрий день, Станіславович! Ти шо, шо ти так крочиш? Действительно.
SPEAKER_06 | 0:42:6.944 --> 0:42:9.813 |  Добрий день, Лідочка! Що, Свєтку на канікули привезли?
SPEAKER_15 | 0:42:10.268 --> 0:42:13.492 |  Та яке там? Вона скоро свої буде привозить?
SPEAKER_06 | 0:42:15.95 --> 0:42:18.571 |  Дякую, добре. Тренуюся на олімпіаду поїхати.
SPEAKER_15 | 0:42:19.702 --> 0:42:21.102 |  Вебсіда, шутите!
SPEAKER_06 | 0:42:21.642 --> 0:42:25.490 |  А шо поробиш? Жити шутяйне діло, а то твій зять.
SPEAKER_15 | 0:42:26.47 --> 0:42:34.940 |  То таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист, то таксист
SPEAKER_06 | 0:42:35.463 --> 0:42:36.661 |  Ага, давай!
SPEAKER_16 | 0:42:59.155 --> 0:43:39.368 |  Ну диви. Третю косу знайшла, а церпани одного. Приїхали. А що вже дванадцять, а я нічого не спіла. Ой-ой-ой. Бабушко, привіт. Ой, хоч портуха цю грязну зніму. Славік, фюзіци! Обов'язково штани забери. А ти викинь, щоб на це село не воняло. І цю пану забудь.
SPEAKER_12 | 0:43:45.832 --> 0:43:46.473 |  Сувор.
SPEAKER_11 | 0:43:48.937 --> 0:43:49.1000 |  Срав'яне село.
SPEAKER_15 | 0:44:7.533 --> 0:44:9.355 |  Дякую за перегляд!
SPEAKER_14 | 0:44:16.544 --> 0:44:20.543 |  Свєт! Телефончик на зарядку мені залишиш? Бля, забула.
SPEAKER_15 | 0:44:20.105 --> 0:44:20.155 |  Дякую!
SPEAKER_02 | 0:44:20.155 --> 0:44:20.307 |  Дякую.
SPEAKER_14 | 0:44:26.517 --> 0:44:28.19 |  Все-таки я тебе десь раніше бачив.
SPEAKER_15 | 0:44:28.593 --> 0:44:36.862 |  – По телевізору, мабуть. – Ага, по телевізору. В общежитії. Я тебе одразу познала. Він у той задроченої крістіни не вилазив.
SPEAKER_12 | 0:44:37.165 --> 0:44:38.330 |  Вона Христина.
SPEAKER_15 | 0:44:38.701 --> 0:44:39.933 |  Я й кажу, що Кристина.
SPEAKER_07 | 0:44:56.133 --> 0:44:56.858 |  Дякую.
SPEAKER_16 | 0:44:58.715 --> 0:45:1.600 |  Ой, хвалить Бога, дождала!
SPEAKER_15 | 0:45:2.765 --> 0:45:5.937 |  А бабуся все працює. Здрастуйте.
SPEAKER_16 | 0:45:6.292 --> 0:45:8.958 |  Здрастуй, здрастуй. Здрастуй, мамо.
SPEAKER_15 | 0:45:8.131 --> 0:45:8.452 |  Дякую!
SPEAKER_16 | 0:45:10.426 --> 0:45:11.236 |  Ой, моя риба!
SPEAKER_15 | 0:45:11.236 --> 0:45:11.827 |  Увага на екран!
SPEAKER_16 | 0:45:11.827 --> 0:45:11.843 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:45:11.843 --> 0:45:13.632 |  Що ти в ділах знаєш на стройці?
SPEAKER_16 | 0:45:11.894 --> 0:45:12.468 |  А що ти тут робиш?
SPEAKER_15 | 0:45:13.970 --> 0:45:28.145 |  Ми ж просили, щоб ти вдівалась, ловкенько. А що це ви рано приїхали? Чи автобус раніше відправився? Який автобус? Ми ж машиною приїхали. Взяли в нічині такси. Я вже та автобусом так пиляли. Не знаю ще скільки. Що кажеш?
SPEAKER_16 | 0:45:28.145 --> 0:45:28.212 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:45:28.212 --> 0:45:32.26 |  Я кажу, ми на таксі приїхали. А, чули, як машина під'їде.
SPEAKER_16 | 0:45:32.26 --> 0:45:32.667 |  Діхала.
SPEAKER_15 | 0:45:32.667 --> 0:45:32.971 |  Дякую за перегляд!
SPEAKER_16 | 0:45:32.971 --> 0:45:33.38 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:45:33.38 --> 0:45:33.89 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:45:33.89 --> 0:45:33.967 |  Будь дорого.
SPEAKER_15 | 0:45:33.967 --> 0:45:40.565 |  Ой, бабуська, тільки не треба. Зачем відказувати собі в тому, що ми можемо собі дозволитися? Ма, а це що, лелека тут був чи що?
SPEAKER_16 | 0:45:40.565 --> 0:45:40.598 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:45:40.902 --> 0:45:41.37 |  Дякую.
SPEAKER_16 | 0:45:41.37 --> 0:46:6.248 |  Чи на вулицю пішов, Славік, а? Та покинь, він тобі треба. Ой, яка ж ти ловка стала наша Щебетуха. Як зараз пам'ятаю, як ти тут з маленькою Сережею і Анею, як ми в бали в море гралися. Бачиш, я не забула, вон вона стоїть, вода тепленька. Я вчора натягала з колодязя. Ну, розкажи, як ти там, моя ластівочка?
SPEAKER_15 | 0:46:6.248 --> 0:46:6.282 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:46:6.772 --> 0:46:6.974 |  Ні.
SPEAKER_15 | 0:46:6.974 --> 0:46:21.453 |  Як? Їздила з подругою на море. На море? Вроді би відпочивала. А зараз знову пішла на роботу в офіс однієї фірми. Платять так собі, але я от, справда, телефон собі купила. Ого, який ловкий. І сесію в коледжі здала краще, ніж зимню.
SPEAKER_10 | 0:46:17.470 --> 0:46:17.538 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:46:21.706 --> 0:46:30.464 |  Молодець. Ось, а як я Ярославу? Та нічого, у нього роботи багато. Ма! А? А де це Барсик дівся? Я не зрозуміла.
SPEAKER_16 | 0:46:31.375 --> 0:47:3.33 |  Вірдох чи що? От зараза, не чую. Так, що ти там кажеш, твій Ярослав, любить тебе? Работає, кажу. А, роботує, це добре. О, Господи. Це тобі, щоб охраняв хату від злих духів. Забери от мене це з трапіття. Бабушка, що за фігня? Ой, я ж не хотіла. Це лавочка оце, не прибита ще. Майбутнє!
SPEAKER_15 | 0:47:3.33 --> 0:47:10.36 |  Свєточка, доця, ти не вдарилася? Ні, тільки ноги задрала. Добре, що тут на асфальті. Чого ти смієшся?
SPEAKER_16 | 0:47:10.36 --> 0:47:19.739 |  Ти знаєш, скільки вона за нього дала. Я сама любого духа вижену. Не треба мені ніяких бородатих дідів. Загорни його назад. Я казала, що не треба було його сюди тягти.
SPEAKER_08 | 0:47:20.228 --> 0:47:20.465 |  Дякую.
SPEAKER_15 | 0:47:27.755 --> 0:47:31.973 |  Це ж подарунок, я для тебе його аж з Чернього везла на Сокомбі.
SPEAKER_16 | 0:47:31.973 --> 0:47:45.878 |  Ну коли так, то оставляй. Тільки в хату не занось. О, туди в садочок постав. В хаті був вже один дід. Другого не треба. Не встигли приїхати.
SPEAKER_05 | 0:47:53.152 --> 0:48:0.70 |  Алло! Алло, Христя! Алло, Христя, чуєш?
SPEAKER_14 | 0:48:0.70 --> 0:48:21.164 |  Альо, Хрістя, чуєш? Я там хочу перед тобою звернутися. Так, я до тебе заїду сьогодні. Ввечері, так. Альо! Альо, Хрістя, чуєш? Альо, Хрістя, чуєш? Блядь.
SPEAKER_05 | 0:48:30.833 --> 0:48:38.360 |  Але! Але, хрися, чуєш чи ні? Але! Блядь, то що за херня?
SPEAKER_14 | 0:48:42.460 --> 0:48:43.878 |  Сука, що за глуха маня?
SPEAKER_12 | 0:48:45.481 --> 0:48:46.679 |  Водік в пропасті, бля.
SPEAKER_00 | 0:50:53.495 --> 0:50:56.549 |  Да, ну стань. Ликоня, шо?
SPEAKER_12 | 0:51:7.805 --> 0:51:11.28 |  Та я не сподівався. Що, вам трішки странно?
SPEAKER_14 | 0:51:11.28 --> 0:51:11.315 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 0:51:12.580 --> 0:51:12.597 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 0:51:12.597 --> 0:51:14.403 |  Ти мені мешає, іди собі куди йшов.
SPEAKER_00 | 0:51:44.255 --> 0:51:45.503 |  Що, сигаретку хочеш?
SPEAKER_05 | 0:51:50.802 --> 0:51:59.729 |  АААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААААА
SPEAKER_06 | 0:51:59.729 --> 0:52:5.872 |  Зроби! Куди?
SPEAKER_13 | 0:52:5.872 --> 0:52:12.149 |  А-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-а-
SPEAKER_09 | 0:52:15.389 --> 0:52:19.372 |  Ма-су-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-ла-
SPEAKER_08 | 0:52:20.63 --> 0:52:20.435 |  Дякую!
SPEAKER_09 | 0:52:20.435 --> 0:52:29.378 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_14 | 0:52:29.378 --> 0:52:35.234 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_15 | 0:53:14.249 --> 0:53:27.91 |  Свєточка, шо, іди сюди бігом досі, з'їжджон яблучку. Я от саме такі кречка купила, ну прелість просто, і селедочку, спеціально для тебе.
SPEAKER_16 | 0:53:26.872 --> 0:53:27.698 |  Ось, дякую.
SPEAKER_15 | 0:53:27.884 --> 0:53:31.23 |  Маш, що вона хоче від мене?
SPEAKER_16 | 0:53:31.23 --> 0:53:31.597 |  Дякую.
SPEAKER_15 | 0:53:31.597 --> 0:53:32.423 |  Звідку.
SPEAKER_16 | 0:53:32.423 --> 0:53:47.965 |  О, жість настала, все є, всього повного. Жаль тільки, дід бідолаха не дождав. Може, мені Бог дасть, трохи поживлі ці власні. Хто з вами вічний начиначок?
SPEAKER_15 | 0:53:47.965 --> 0:53:47.982 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:53:47.982 --> 0:53:49.231 |  Екстюза!
SPEAKER_15 | 0:53:50.986 --> 0:53:54.260 |  Вон сумки треба розбирати, морозила в коробочку.
SPEAKER_16 | 0:53:54.260 --> 0:54:3.85 |  Розморозила. Хотіла обід заварити до вашого приїзду, та куди там. Нічого не встигаю. І ви зарані приїхали. Не встигала.
SPEAKER_15 | 0:54:10.797 --> 0:54:17.530 |  Ну я взагалі не розумію, як можна так жити. Я, наприклад, наварую на три дні наперед і спокійно можна посидіти когось у телевізорах.
SPEAKER_16 | 0:54:18.357 --> 0:54:47.973 |  Кого, як виходить? Це ти така біля телевізора умна стала? Завтра вон вареників наварю. Бабушка, ми ненадовго, ми завтра утром вже уїжджаємо. Як завтра? Я ж думала побудете хоч трохи. Побудьте хоч днів скільки. Дивіться, як на словку. Літочко, яблука, які падають. Скоро спасе. І картопельку копають. Ти ж і на картошку нас постав. Кому вона нужна та картошка?
SPEAKER_15 | 0:54:47.973 --> 0:54:48.23 |  Дякую за перегляд!
SPEAKER_16 | 0:54:48.23 --> 0:54:48.968 |  Звісно.
SPEAKER_15 | 0:54:48.968 --> 0:54:49.36 |  Дякую!
SPEAKER_16 | 0:54:49.36 --> 0:54:49.255 |  Ба!
SPEAKER_15 | 0:54:49.255 --> 0:54:50.302 |  Дякую.
SPEAKER_16 | 0:54:50.302 --> 0:54:50.977 |  Свєточки ж потрібно
SPEAKER_15 | 0:54:50.977 --> 0:54:51.27 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:54:51.27 --> 0:54:51.972 |  на роботу і учобу.
SPEAKER_15 | 0:54:51.972 --> 0:54:52.23 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:54:52.23 --> 0:55:2.502 |  І он кавалера треба стріхти. Правда, красавіца? Зараз під у холодної води не оберуть з колодязя. Ви нап'єтеся і захочете робити, ось побачите.
SPEAKER_09 | 0:55:23.883 --> 0:56:4.28 |  Субтитрувальниця Оля Шор Дякую за перегляд!
SPEAKER_07 | 0:56:25.966 --> 0:56:32.176 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 0:56:27.46 --> 0:56:27.215 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:56:27.957 --> 0:56:28.109 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 0:56:28.109 --> 0:56:28.126 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:56:28.126 --> 0:56:28.143 |  Дякую за перегляд!
SPEAKER_08 | 0:56:28.143 --> 0:56:28.193 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 0:56:28.193 --> 0:56:28.835 |  Дякую!
SPEAKER_07 | 0:56:32.952 --> 0:56:34.32 |  Лефройт.
SPEAKER_08 | 0:57:42.55 --> 0:57:42.207 |  Дякую!
SPEAKER_11 | 0:58:4.465 --> 0:58:5.461 |  Нехір шастить.
SPEAKER_16 | 0:59:0.625 --> 0:59:8.877 |  Люде, шо, ти не придумаєш, де я бабуного серпа запроторила. Шукаю, шукаю, ніяк не знайду.
SPEAKER_15 | 0:59:9.265 --> 0:59:17.28 |  А що там у тебе в тому мусорнику, взагалі можна знайти? От кудово я знаю, куди тої серпти запхала? Я взагалі на щось тобі здаюся.
SPEAKER_16 | 0:59:17.433 --> 0:59:24.368 |  Збираюся піти на кладбище поприбирати. Скоро спас. Пообідаєм і підемо на кладбище.
SPEAKER_15 | 0:59:24.773 --> 0:59:29.988 |  Куди його йти? Ми тільки що приїхали. Завтра додому. Це що, обов'язково тобі сьогодні туди йти?
SPEAKER_16 | 0:59:30.123 --> 0:59:37.58 |  А тобі сьогодні важко. Я ж думала, пообідаємо, відпочиваємо та й будемо збиратися.
SPEAKER_04 | 0:59:37.58 --> 0:59:37.92 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 0:59:37.92 --> 0:59:37.244 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 0:59:37.244 --> 0:59:37.936 |  Як це?
SPEAKER_16 | 0:59:39.556 --> 0:59:47.943 |  Оце посліднє время так понравилось на травиці лежать, прохладно, твердо, та вже й пора до землі привикать.
SPEAKER_15 | 0:59:48.635 --> 0:59:51.48 |  Коротше, я себе погоджую, я нікуди не піду.
SPEAKER_16 | 0:59:49.276 --> 0:59:49.394 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 0:59:52.60 --> 1:0:18.773 |  Ти що, від телефона втомилася? Бабушка, я в два години вночі сьогодні лігла на секундочку. Мене тошнить. Навірно, укачало від машини. Я не зрозуміла, я ж спитала. Ти сказала, що все нормально. Навірно, що і температура є. Може, на сонці напекло. Та ні, просто що це не важливо. На сонці як-то мені наоборот легше, приємніше. Ну що тепер робити? Заболіла мені дитина. Боже, мама, не кипішуй. Просто трохи тошнить. Но убирать ми нікуди не пойдемо.
SPEAKER_08 | 1:0:20.545 --> 1:0:20.630 |  Дякую!
SPEAKER_16 | 1:0:20.630 --> 1:0:20.782 |  Дякую!
SPEAKER_08 | 1:0:20.782 --> 1:0:20.967 |  Дякую!
SPEAKER_16 | 1:0:20.967 --> 1:0:32.375 |  Ну з вами все зрозуміло, тоді залишайтесь вдома, а я, слава Богу, ще сама можу сходити. Мені що? Мені тільки серпа, знайти і все.
SPEAKER_15 | 1:0:33.742 --> 1:0:36.745 |  А що, не можна було з нами посовітуватися?
SPEAKER_16 | 1:0:36.745 --> 1:0:36.965 |  Дякую!
SPEAKER_15 | 1:0:36.965 --> 1:0:37.32 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:0:37.32 --> 1:0:37.657 |  Ти мені сказав,
SPEAKER_15 | 1:0:37.657 --> 1:0:38.28 |  Шути, шути!
SPEAKER_16 | 1:0:38.28 --> 1:0:54.970 |  А що то плануєш, а? А що казати? Що казати? Всіде ходили і на проводи, і перед спасом. Як той спас у завтра, а могли бур'яном позаростали. Не видно ні яблучка, ні конфетки. Там 15 могил, мамо, цілий лан. Не 15, а 12, знає вона. За вами моя тринадцята буде.
SPEAKER_15 | 1:0:54.970 --> 1:0:55.38 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:0:55.38 --> 1:0:55.460 |  Хай!
SPEAKER_15 | 1:0:55.460 --> 1:1:1.28 |  Не зі своїм характером! Ти ще нас усіх з освіту поживаєш! Ой, прикуси свого дурного язика! А це, між прочим, не я перша!
SPEAKER_16 | 1:1:1.28 --> 1:1:12.976 |  про могили виражатися виражатися Я знаю що ті могили вам не нужні Я знаю що вони прибираються поки і мене А як мене не стане так ви туди дорогу забудете і не треба і не ходіть ти посмотри що
SPEAKER_15 | 1:1:12.976 --> 1:1:13.735 |  На придбук!
SPEAKER_16 | 1:1:13.853 --> 1:1:13.972 |  Дякую за перегляд!
SPEAKER_15 | 1:1:13.972 --> 1:1:19.743 |  А може я нічого ще важливішого не зроблю, може я їх краще прибираю.
SPEAKER_16 | 1:1:19.743 --> 1:1:19.912 |  Дякую.
SPEAKER_15 | 1:1:20.266 --> 1:1:20.283 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:1:20.283 --> 1:1:21.937 |  Як буду це так прибирати, то краще на яхт.
SPEAKER_15 | 1:1:22.493 --> 1:1:36.837 |  От і цікаво виходить. Годиш і годиш, ходиш туди кожен рік, як на поклони понесе тобі і очі колись. Знаєш, що я тобі скажу? Якби не люди, ти взагалі б туди не ходив, тому що ти всю життя це робиш, як на вихвалку.
SPEAKER_16 | 1:1:34.137 --> 1:1:51.974 |  Тому що ти всю життя це робиш як на вихвалку. Скаже вона мені. Що? Вона мені скаже. А знаєш, що я тобі скажу? Що? Що ти хочеш там прибирати так, як голодний срач. Я тебе розумію, але і ти мене пойми. Це твій батько. Чого це? Так, чого це? А може ж я дуже сильно хочу твій батько?
SPEAKER_15 | 1:1:51.974 --> 1:1:56.328 |  Ой, я бачу, я бачу! Скажи мені, будь ласка!
SPEAKER_16 | 1:1:55.535 --> 1:1:55.973 |  Ні, боже!
SPEAKER_00 | 1:1:55.973 --> 1:1:56.92 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:1:56.615 --> 1:2:1.964 |  Чого за це ти на мене нападаєш? Не зрозуміло, за що? Може мені там прямо кожен день хочеться прибирати?
SPEAKER_16 | 1:2:7.77 --> 1:2:38.498 |  Ти думаєш, я хочу ходити на це кладбище? Я вік прожила, ні одного ласкавого слова не чула. Ти думаєш, я забула, як він за тобою п'яний ганявся, як він тебе у погрібі замикав? А тепер, звісно, баба понукає йти на кладбище. А ти хотіла тільки втекти. Дев'ять класів закінчила і гайта в город. А я хотіла, щоб ти була біля мене, біля матері.
SPEAKER_15 | 1:2:39.173 --> 1:2:59.35 |  Дякую, не треба. Я, може, в тому місті людиною стала. Воно і внучка в тебе, як цвіточок. А що вона в цьому гною, в цій грязі могла б знайти? Тим би вона тут була, не прически, не одяжки. Я в тому місті, може, два роки в цій грязі обмивалася. Мию, мию, мию, мию кожну тиждень.
SPEAKER_16 | 1:2:59.35 --> 1:2:59.558 |  Воно все одно...
SPEAKER_15 | 1:2:59.558 --> 1:2:59.575 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:2:59.575 --> 1:2:59.744 |  Дякую за перегляд!
SPEAKER_15 | 1:2:59.744 --> 1:2:59.761 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:2:59.761 --> 1:2:59.828 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:2:59.828 --> 1:3:0.31 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:3:0.31 --> 1:3:0.98 |  Дякую!
SPEAKER_15 | 1:3:0.98 --> 1:3:0.520 |  Дякуємо за перегляд!
SPEAKER_16 | 1:3:0.520 --> 1:3:6.241 |  Я й кажу, що ти не хочеш на кладбище ходити.
SPEAKER_12 | 1:4:28.709 --> 1:4:29.47 |  Аааа!
SPEAKER_09 | 1:4:29.47 --> 1:4:29.80 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:4:29.80 --> 1:4:29.165 |  Дякую за перегляд!
SPEAKER_09 | 1:4:29.165 --> 1:4:30.228 |  Дякую.
SPEAKER_12 | 1:4:30.228 --> 1:4:30.245 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:4:30.245 --> 1:4:30.262 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:4:30.262 --> 1:4:30.278 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:4:33.738 --> 1:4:36.438 |  Ї! Ї! Ї!
SPEAKER_06 | 1:4:39.998 --> 1:4:44.386 |  Бу, бі, бі, бу! Що, сварить? Бі, бі, бу!
SPEAKER_13 | 1:4:44.892 --> 1:4:47.677 |  Ти шо, балийсь? Та де ти таке бачив?
SPEAKER_06 | 1:4:48.470 --> 1:4:58.223 |  Дякую за перегляд!
SPEAKER_13 | 1:4:58.747 --> 1:4:58.763 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:4:58.763 --> 1:4:59.725 |  Машина варить.
SPEAKER_13 | 1:4:59.725 --> 1:4:59.742 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:5:1.565 --> 1:5:1.582 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:5:1.582 --> 1:5:13.765 |  Іллю, дитина! Ладно, ходжемо, де ти там бачив. Ходжемо, ходжемо, ходжемо. Ходжемо.
SPEAKER_16 | 1:5:13.765 --> 1:5:23.97 |  Йдемо. Як з таким настроєнням і ти, то краще взагалі не ходити.
SPEAKER_15 | 1:5:24.515 --> 1:5:33.222 |  Перестань! Договорились, діти, так ходжемо? От, тільки ж треба було переодітись!
SPEAKER_16 | 1:5:33.661 --> 1:5:33.982 |  Ось.
SPEAKER_15 | 1:5:33.982 --> 1:5:36.57 |  Як тебе в такому дранці серед люди пускать?
SPEAKER_16 | 1:5:36.327 --> 1:5:38.791 |  Хто там мене буде бачить? Збирайся, трикаліки!
