SPEAKER_18 | 0:1:36.860 --> 0:1:37.484 |  Дякую!
SPEAKER_14 | 0:32:47.420 --> 0:32:58.68 |  Та сама ти, Славка-поганка, про ці гриби мені моя баба Стефанія розповідала. Вони раз на сто років ростуть і називаються ті, що відкривають бранти.
SPEAKER_35 | 0:33:11.399 --> 0:33:17.440 |  Знайомий Томар Радоніч, вчора сплакнув скандал у зв'язку із зарадковою заїблею студента одного аудиторичних вузів.
SPEAKER_34 | 0:33:17.592 --> 0:33:29.843 |  Батькам стало відомо, що у нього вилучили всі придатні до пересадки органи. Нирку, пацієнтку, сердце і навіть личні яблука. А шокованим батькам пояснили, такі маніпуляції тепер цілком законні. Господи, всі ми вийшли.
SPEAKER_27 | 0:33:30.282 --> 0:33:40.677 |  У відповідності з недавно вступившим у дійсність законом, згідно з нормами якого, в випадку трупної трансплантології для в'язнення органів у мертвець,
SPEAKER_00 | 0:33:38.382 --> 0:33:38.770 |  Субтитрувальниця Оля Шор
SPEAKER_27 | 0:33:40.897 --> 0:33:49.418 |  Согласність близьких погибшого вже не потребується. І це великий прорив у сфері нашого здравоохоронення.
SPEAKER_11 | 0:33:50.920 --> 0:34:4.623 |  Добре, що ми в зоні живемо, їм до нас не добратися зі своїм покращенням. І тобі кажу, синочка, поаккуратніше з людьми, серед них одне гадость.
SPEAKER_17 | 0:34:5.45 --> 0:34:6.665 |  А ми шо, анелюди?
SPEAKER_11 | 0:34:7.863 --> 0:34:29.227 |  Люди, тільки ми хороші, а всі інші погані. Сталкери, сталкери теж хороші. Вони приблуди і в зону ходять лише тому, що у них там суцільна капость і біда. Треба тихо сидіти і нікому на очі не лізти.
SPEAKER_14 | 0:34:29.227 --> 0:34:39.588 |  Тому лихо тебе обійде. Від біди ховатся не надо. Біда тебе завжди знайде, якщо їй надо. Від біди не ховатся.
SPEAKER_35 | 0:34:40.77 --> 0:34:48.25 |  За їх життям чи цьому. В кінці набиявляється, що тіло громадян України перебуває у власності аж ніяк неї.
SPEAKER_17 | 0:34:51.29 --> 0:34:57.307 |  Я до Києва хочу подивитися на метро і на інтернет, і на Мандональдс, а ще я хочу кока-колу.
SPEAKER_11 | 0:34:58.370 --> 0:35:5.558 |  На що тобі таким, а? Там люди тебе як свиню спіймають, випотрошать і на органи пустять. Чесник їш, сказала.
SPEAKER_14 | 0:35:6.48 --> 0:35:9.777 |  Чорнобильських вони вряд чи чіпатимуть. Ми для них зараз радіктів.
SPEAKER_11 | 0:35:9.777 --> 0:35:15.110 |  Ага. На дешеві органи, знаєш, скільки желаючих. Вони, он, по всьому світу за ними ганяються.
SPEAKER_14 | 0:35:15.262 --> 0:35:24.813 |  Ой, Бог з тобою, дочка, на що їм так багато треба, хіба вони їх жруть.
SPEAKER_27 | 0:35:25.319 --> 0:35:27.158 |  Так, це амнуальний.
SPEAKER_00 | 0:35:27.158 --> 0:35:28.711 |  Хе-хе-хе!
SPEAKER_27 | 0:35:27.277 --> 0:35:27.614 |  Хе-хе-хе.
SPEAKER_14 | 0:35:28.272 --> 0:35:31.225 |  Все одно до Києва піду.
SPEAKER_27 | 0:35:30.466 --> 0:35:32.828 |  Я до Києва піду.
SPEAKER_14 | 0:35:32.828 --> 0:35:50.125 |  Довго будеш іти? Тебе ні один транспорт не візьме, бо ти брудний як собак, і грошей у тебе немає. А ти слухай! Слухай, що тобі бабуся каже. Слухай, що бабуся каже. Бо бабуся тебе одмиє і дасть тобі трошки гривню. Мать, да що ж таке?
SPEAKER_27 | 0:35:48.961 --> 0:35:58.681 |  Мать, ну що ж таке, ну?
SPEAKER_22 | 0:35:59.626 --> 0:36:3.524 |  Бритаря, куншурую, хату, йом! Хай тебе, міністер!
SPEAKER_11 | 0:36:8.232 --> 0:36:8.722 |  Та спостережіть!
SPEAKER_22 | 0:36:8.722 --> 0:36:11.793 |  Ти мене торпець, а отаке хата півоці, я щас помакаю тобі.
SPEAKER_11 | 0:36:8.738 --> 0:36:10.38 |  Трубець, а отаке.
SPEAKER_35 | 0:36:10.38 --> 0:36:12.29 |  А тобі ось, я зараз помаркаю тобі.
SPEAKER_18 | 0:37:30.818 --> 0:37:31.342 |  Субтитрувальниця Оля Шор
SPEAKER_35 | 0:37:36.995 --> 0:37:41.669 |  Хлопний зір, гасний слух, і минає церавіць христа.
SPEAKER_17 | 0:37:43.863 --> 0:37:46.968 |  Ага, щас! Там сталкері жодні знову будуть.
SPEAKER_22 | 0:37:46.968 --> 0:37:52.317 |  Нікуди ти не підеш, не розумієш? А ось і піду! Ти шо? Ти шо стартівої хочеш, а?
SPEAKER_17 | 0:37:47.221 --> 0:37:49.330 |  Куди ти навіть після мене поєднався?
SPEAKER_22 | 0:37:52.418 --> 0:38:4.973 |  Чи можна тобі про мальчиків наповнити, як вони камнем тобі по голові напали? Щоб подивитися на твій дивний мозок, а? Стой поразі! Чи можна тобі про папку розказати, як його люди викрали? Тепер він у рабстві живе!
SPEAKER_20 | 0:38:2.459 --> 0:38:10.998 |  Викрали! Тепер він у рабстві живе! Так, і розповідали, що твої історії – це галіва брехня! Усі всліди добі! Що? Так хто їх? Так і сказали!
SPEAKER_22 | 0:38:11.32 --> 0:38:18.642 |  Так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали, так і сказали
SPEAKER_18 | 0:38:11.82 --> 0:38:12.871 |  Такий шкодовий, такий шкодовий!
SPEAKER_17 | 0:38:19.216 --> 0:38:25.139 |  А що сказали, що я дорослий хлопець і мені не мамку слухати треба, а баб трахати?
SPEAKER_15 | 0:38:27.113 --> 0:38:32.902 |  Вися, пообчався зі сволочами на тобі! Вовка, а де ми тобі бабу знайдемо тут?
SPEAKER_17 | 0:38:28.902 --> 0:38:50.47 |  Мавка, а де ми тобі бабу знайдемо тут? Я не знаю. Де хочете, там і знаходьте. Синок, мені встидно за тебе. Мені встидно. А що? Я теж людина і теж хочу трахатися, а не дрочити, як отовсігда.
SPEAKER_22 | 0:38:51.869 --> 0:39:0.37 |  Тобі хто дарувачий? Хто? Мамка твоя рідно чиможен сталкер, і ті твої вонючі!
SPEAKER_25 | 0:39:0.273 --> 0:39:0.610 |  Дякую!
SPEAKER_17 | 0:39:1.505 --> 0:39:10.988 |  Сталкери сказали, що на дінь рождіння мені перевезуть шлюху, яку я буду трахати, а не дручити, як отовсігда! Стой! Стой! Стой!
SPEAKER_25 | 0:39:19.1000 --> 0:39:29.382 |  Якщо заболієш, я тобі голову одягну!
SPEAKER_14 | 0:39:32.453 --> 0:39:53.581 |  Хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-
SPEAKER_01 | 0:40:3.453 --> 0:40:9.882 |  Альберт Ейнштейн був геніальною дитиною, але багато хто, бажав його розмови, встали до ходяг.
SPEAKER_14 | 0:40:10.237 --> 0:40:13.308 |  Ейнштейн, хто такий Ейнштейн?
SPEAKER_01 | 0:40:14.84 --> 0:40:38.452 |  А ти, бабусю, витягай батарейки. Ну? Давай. Витягай, сука! Витягла? Ну що? Бачиш? А я все одно просюю. Без батареїк. Теорія відносності. Синяя. Альберт Ейнштейн.
SPEAKER_11 | 0:41:49.799 --> 0:41:55.233 |  Тобі байдуже, тобі справді байдуже.
SPEAKER_12 | 0:41:59.30 --> 0:42:1.139 |  На моїх руках кров твого сина.
SPEAKER_23 | 0:42:2.624 --> 0:42:15.44 |  Ти просто бухаєш. Ти бухаєш зранку до ночі, доки вони вбивають твого сина. Ти просто п'єш, сереш, спиш її сни, доки вони вбивають твого сина.
SPEAKER_03 | 0:42:15.449 --> 0:42:24.865 |  Ти як твоя мамаша оце залізеш в мозок і зсередини жреш чого. Що я можу зробити? Що мені, піти порозбивати голови цим дітям чи повбивати їх нахер?
SPEAKER_23 | 0:42:27.160 --> 0:42:32.138 |  Йому вісім років. Розумієш, вісім років йому треба, щоб ти його захищав.
SPEAKER_03 | 0:42:32.257 --> 0:42:37.319 |  Ти народила мені урода. Як я можу його зачистити?
SPEAKER_22 | 0:42:37.319 --> 0:42:37.842 |  ВІДУ!
SPEAKER_03 | 0:42:37.842 --> 0:42:38.197 |  Рот!
SPEAKER_22 | 0:42:39.530 --> 0:42:49.840 |  Він твій син, я народила тобі нормального, ви не аварії, ви не дітей, які постійно б'ють головою в стіну, щоб подивитися на його дивний мозок. Він урод.
SPEAKER_25 | 0:42:52.743 --> 0:42:53.30 |  Дякую!
SPEAKER_18 | 0:42:53.30 --> 0:42:54.616 |  Іси!
SPEAKER_03 | 0:42:59.105 --> 0:43:0.286 |  Так, він мій син.
SPEAKER_12 | 0:43:8.234 --> 0:43:16.418 |  Я не знаю. Ну, іди поговори з батьками. Ну, в міліцію сходи.
SPEAKER_03 | 0:43:16.418 --> 0:43:18.427 |  Та ти ж ходила вже в ту міліцію.
SPEAKER_12 | 0:43:20.114 --> 0:43:23.607 |  Ну ти ж мужик, тебе ж будуть слухать.
SPEAKER_03 | 0:43:23.894 --> 0:43:51.957 |  Ні хріна вони мене не будуть слухати. Ми сім років живемо в цій дірі. Сім років. І хто ми для них? Не Слава, не Петя, не Вова. І не сім'я Савченко. Та яка там сім'я Савченко? Ми для них просто чорнобильці.
SPEAKER_18 | 0:43:57.290 --> 0:43:58.859 |  Давай поїду у свідця.
SPEAKER_03 | 0:44:2.437 --> 0:44:6.48 |  Куди всюду дни одна та сама хрень.
SPEAKER_12 | 0:44:9.271 --> 0:44:21.944 |  Давай повернемося в зону, до мами. Я чула, що люди туди повертаються. Хто як може.
SPEAKER_11 | 0:44:22.957 --> 0:44:29.437 |  Хто хабаря на пропускному пункті, Настя? Хто по звірних стежках шлях знаходить, але це можливо?
SPEAKER_12 | 0:44:32.407 --> 0:44:46.649 |  Ну, чого нам з тобою ще боятися? Свою дозу радіації ми вже отримали. Гірше вже бути не може.
SPEAKER_21 | 0:45:2.343 --> 0:45:38.573 |  Не метелиця, лугом стеліця, Луг ромашкою квітує. Про любов мою, зелені мою, сивогорлиця.
SPEAKER_18 | 0:45:36.59 --> 0:45:36.852 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 0:45:39.485 --> 0:45:55.583 |  Звучить музика. Звучить музика.
SPEAKER_14 | 0:47:11.470 --> 0:47:18.355 |  Чорт в Боги! Голову відріжу!
SPEAKER_03 | 0:48:32.285 --> 0:48:33.27 |  Я люблю тебе.
SPEAKER_24 | 0:48:35.710 --> 0:48:45.970 |  Сволочі! Не люби він мене! Отдай це мамі! Не імпотент! Ненавидь мене! Тур! Це життя мені! Зіцьола!
SPEAKER_25 | 0:48:42.713 --> 0:48:52.28 |  Саша, че мені? Зіцьола! Не надо! Не надо! Не надо! Іди!
SPEAKER_28 | 0:48:54.458 --> 0:48:57.614 |  А гори воно все пламенем!
SPEAKER_25 | 0:48:59.622 --> 0:49:0.213 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:49:0.213 --> 0:49:0.584 |  Субтитрувальниця Оля Шор
SPEAKER_25 | 0:49:3.352 --> 0:49:11.688 |  Пєтечка, не ти! Пєтя! Пєтя!
SPEAKER_00 | 0:49:52.964 --> 0:50:0.473 |  Що? Чудак, темно. Що? Темно, я нічого не бачу.
SPEAKER_11 | 0:50:1.148 --> 0:50:1.537 |  Бо воно...
SPEAKER_00 | 0:50:1.705 --> 0:50:6.42 |  Я не дурюся, я дрова рубати не можу, темно.
SPEAKER_11 | 0:50:7.493 --> 0:50:11.290 |  Так ось, відкрий, не буде тобі темно. Голову мені морочиш тут, дурак.
SPEAKER_17 | 0:50:14.227 --> 0:50:19.525 |  Вже місця нема куди складати! Вова, рубай!
SPEAKER_20 | 0:50:26.900 --> 0:50:27.760 |  А гулять?
SPEAKER_11 | 0:50:28.672 --> 0:50:36.721 |  – Гуляєш якнебудь? – Що? Я кажу, роботи в нас непочатий край. Вон дрова дорубаєш, потім вікна треба перемити.
SPEAKER_17 | 0:50:38.408 --> 0:50:48.432 |  Поки я то все зроблю, так я взагалі не знаю, коли я гулять піду. То літом нагуляйся. Та нема куди місця складати, воно взагалі нема.
SPEAKER_07 | 0:50:54.406 --> 0:51:3.569 |  Прости, братик, що вбила, а не з'їла.
SPEAKER_17 | 0:51:13.357 --> 0:51:18.470 |  Баба, значить, хай по лісах ходить, розгулює, а Вовчик нехай сидить в маме, в братстві, да?
SPEAKER_11 | 0:51:19.718 --> 0:51:28.966 |  Що ж ти за дитина така, а? Дядь, мамки, таке настроєння сьогодні. Дорубай дрова і шури на всі чотири сторони. А вікна все ровно, завтра мить будем. Оооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооо
SPEAKER_00 | 0:51:28.966 --> 0:51:29.725 |  Ооо...
SPEAKER_11 | 0:51:29.725 --> 0:51:30.80 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:51:31.210 --> 0:51:35.783 |  О! Баба нагулялась і повернулась. Мабуть, знову їсти захотіла.
SPEAKER_14 | 0:51:35.750 --> 0:52:5.146 |  Говори мені, зараз погуляю туди. Калини, море, океан. Добре, ти місце перевірила? А як же. Сімдесят. Бачиш? Ого, багато. Так, як завжди. Вовка! А ну йди, допоможи бабусі. Розв'яжи мені. Та що ти?
SPEAKER_17 | 0:52:5.146 --> 0:52:7.36 |  Це не я, це собака.
SPEAKER_14 | 0:52:7.36 --> 0:52:8.335 |  Йди розв'язуйся.
SPEAKER_17 | 0:52:8.335 --> 0:52:8.639 |  Дякую.
SPEAKER_14 | 0:52:9.415 --> 0:52:15.372 |  Так. І віднеси в сарайчик, порозвішую там мені все, щоб просохло добре. Ладно.
SPEAKER_17 | 0:52:15.372 --> 0:52:16.182 |  Дякую за перегляд!
SPEAKER_14 | 0:52:23.894 --> 0:52:29.378 |  Я тут по дорозі взавить, так я бачила, страх Божий.
SPEAKER_11 | 0:52:31.842 --> 0:52:36.27 |  Чого ти до тієї заводі ходиш, га? Там зашкалює, там ходити не можна. А ти линдаєш і линдаєш.
SPEAKER_14 | 0:52:38.204 --> 0:53:1.424 |  Тих місць хорошим людям боятися не треба. Ти цей вовк запам'ятай, в мене не стане. Ти вовк пошукай. У нього дар до рісу, а він ці місця добре відає. Я його навчила, куди ходить можна, куди ні. Що брати можна, що ні. Так ти йому вір.
SPEAKER_11 | 0:53:2.48 --> 0:53:13.625 |  Я не хочу слухати твоє божевілля. Гріхто, віддання твоє. Дивися, віддання вона знайшлася, а? Дивися, віддає вона, а?
SPEAKER_14 | 0:53:16.55 --> 0:53:41.30 |  Понадіялась я на тебе, дочка, та видно, Бог не дав. Все ваше покоління нещасне, ні на що не здатне. Здавалося б зараз, таке життя, візьми свою землю в свої руки і живи щасливо. Ні, не можете. Ваші душі калічні.
SPEAKER_11 | 0:53:43.595 --> 0:53:53.686 |  Що ти хочеш від мене, а? Що ти хочеш від мене? Ти хочеш, щоб я тут все кинула, як ти по заводям і болотам скакала?
SPEAKER_33 | 0:53:57.44 --> 0:54:15.421 |  Я нічого не хочу від тебе, ти добре? Помру я швидко. Тетюна, тебе я русалку зустріла. Мать, яку ще русалку?
SPEAKER_14 | 0:54:17.463 --> 0:54:17.733 |  Дякую.
SPEAKER_33 | 0:54:17.733 --> 0:54:18.475 |  У мене є.
SPEAKER_14 | 0:54:20.382 --> 0:54:23.32 |  Хто в день, а не як вночі годиться.
SPEAKER_07 | 0:54:23.32 --> 0:54:31.250 |  Ця русалка зустріне. До того смерть скоро прийде в хату. І станеться це скоро.
SPEAKER_11 | 0:54:35.502 --> 0:54:45.37 |  Що ти малиш, а? Що ти, малиш, що ти мене лякаєш? Я ж, міждоброчим, від страху теж дуба врізати можу.
SPEAKER_14 | 0:54:48.513 --> 0:55:2.806 |  В цьому житті до всього звикати треба. Як не тікай, судьба тебе завжди знайде. Ба, а та русалка тебе каменем по голові не тарахнула?
SPEAKER_17 | 0:55:3.430 --> 0:55:3.683 |  Дякую.
SPEAKER_14 | 0:55:4.527 --> 0:55:7.58 |  А чого це їй, мене каменем тарахкати?
SPEAKER_17 | 0:55:7.615 --> 0:55:11.58 |  А так ти ж сама розказувала про камені, якими вони людей тарахають.
SPEAKER_14 | 0:55:13.184 --> 0:55:36.877 |  Вовка, русалки вони, то й вах, непогані. Нє, конєшно, вони можуть бути опасними. Але якщо ти їй квіточку подаруєш, віночок сплетеш, рушничок білий, вона тебе ні в жість не троне. Навпаки, оцякої біди попередить, врятує. Я тут остання, хто з ними дружбу водить. А навчила мене того моя баба Стефанія.
SPEAKER_07 | 0:55:37.720 --> 0:55:44.150 |  А я тобі той дар передам. І будеш ти, Вовка, останній, хто знає про наших полійських русалок.
SPEAKER_17 | 0:55:45.601 --> 0:55:49.162 |  А в інших місцях вони теж водяться? Не знаю.
SPEAKER_14 | 0:55:52.30 --> 0:56:58.923 |  Мабуть, але бачити їх можна тільки тут, ой, це як ми живучи. Весь остальний світловка живе за прямим часом. В них нема ні дня, ні ночі, кожен лягає і працює коли хоче. А наш час крулий, ми стоїмо з сонцем, лягаємо з місяцем. У нас зима, весна, літо, осінь, все по коло йде, а в них казна що? Клубника зимою, Рождество літом. Спішаться кудись, спішаться весь світ і нікуди не встигає. А нам спішити нема куди. У нас на все свій час. У нас своя пора року, своя година, ми живемо на початку та при кінці часів.
SPEAKER_18 | 0:57:6.601 --> 0:57:7.192 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:57:8.18 --> 0:57:8.845 |  Бо, а чого?
SPEAKER_14 | 0:57:13.975 --> 0:57:14.667 |  Що чого?
SPEAKER_17 | 0:57:15.983 --> 0:57:17.958 |  Ну, в нас так, а в них по-другому.
SPEAKER_14 | 0:57:19.797 --> 0:57:25.906 |  Я кажу, у них час-лінія, а у нас коло.
SPEAKER_17 | 0:57:28.133 --> 0:57:33.466 |  М? Понятно. Вони вже там, а ми ще тут.
SPEAKER_14 | 0:57:37.837 --> 0:57:56.517 |  Ти в мене такий вовний, як той Ейнштейн, ой, Боже. А це хто такий? В своєму заводі, говориш, хоче під красу його приймати. А чого? Що, чого, щоб з'їсти? Стати вовним. Як Ейнштейн? Ну так, як той Ейнштейн.
SPEAKER_17 | 0:57:58.2 --> 0:58:1.6 |  А я теж хочу бути вумним, а то мама каже, що я дурак.
SPEAKER_14 | 0:58:1.512 --> 0:58:6.676 |  Ну! Сама вона дура, коли таке каже. Давай. Ти умний?
SPEAKER_17 | 0:58:7.30 --> 0:58:12.734 |  – Чуєш? – Чую. Гумний. Так ти ж теж кожен день кажеш, що я дурак.
SPEAKER_14 | 0:58:12.937 --> 0:58:13.325 |  Є!
SPEAKER_17 | 0:58:13.527 --> 0:58:13.831 |  Ммм.
SPEAKER_14 | 0:58:14.185 --> 0:58:43.193 |  Хіба так я кажу? А може, я так я кажу. Але я так не думаю. Ну, давай, оп, ти вумний, дуже вумний, ой, айнштейна поймаємо, з'їмо його. Будем вумні на цілий світ, ха-ха-ха.
SPEAKER_17 | 0:58:44.678 --> 0:58:50.416 |  Ба, а я теж вчора русалку бачив.
SPEAKER_14 | 0:58:50.720 --> 0:58:53.65 |  Ай, не шути так з бабусею.
SPEAKER_17 | 0:58:54.112 --> 0:59:37.193 |  Я не шутю нічого. Вчора, по дорозі до заводі, сиділа там одна, вся така гола. Вона ще зі мною поговорила. Вона мені ді-ді-ді, а я їй ді-ді-ді. Вона мені ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті, а я їй ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-т
SPEAKER_18 | 0:59:49.141 --> 0:59:53.815 |  Хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-хе-
SPEAKER_20 | 1:0:2.624 --> 1:0:4.244 |  Куди? Куди?
SPEAKER_11 | 1:0:37.32 --> 1:0:43.310 |  Хочеш, я пошукаю його? Де ти його шукати будеш? Сам прийду.
SPEAKER_04 | 1:0:54.110 --> 1:0:57.97 |  знімати фільм про Чорнокурсі, полнометражний.
SPEAKER_11 | 1:0:59.37 --> 1:1:13.432 |  Знаєш, мам, мені ті твої слова про покоління і все остальне, вони мені з голови не йдуть. Я не знаю, це правда чи ні, але я хочу, щоб ти знала, що я тобі за все дуже благодарна.
SPEAKER_18 | 1:1:14.5 --> 1:1:14.309 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:1:14.680 --> 1:1:20.772 |  І я не знаю, якби не ти, то що б зі мною, з Вовчиком, сталося б?
SPEAKER_14 | 1:1:24.991 --> 1:1:29.345 |  Катю, донечко, нічого б з вами не сталося.
SPEAKER_33 | 1:1:29.345 --> 1:1:30.830 |  Субтитрувальниця Оля Шор
SPEAKER_05 | 1:1:34.103 --> 1:1:35.774 |  Дякую за перегляд!
SPEAKER_11 | 1:1:38.339 --> 1:1:53.948 |  Та повиздихали б у жипи. А так, бачиш, живемо. Зіму переживемо, а там і літо скоро. А мені так добре в цю пору. То шо ж це таке, а?
SPEAKER_14 | 1:1:59.703 --> 1:2:10.638 |  А от минулої зими теж стріляли на могилах, по зірочках, на кладовищі. Тепер зірочки в дірочках.
SPEAKER_01 | 1:2:12.967 --> 1:2:20.341 |  Не, не, в Геннадії ми є сюжет про, скажімо так, чернову катастрофу, яка є в пості, в пості.
SPEAKER_28 | 1:2:23.969 --> 1:2:25.235 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:2:35.461 --> 1:2:39.832 |  Мать, хто сьогодні ввечері готує? Ти чи я? Ти, дочка.
SPEAKER_14 | 1:2:40.338 --> 1:2:41.30 |  А я стара.
SPEAKER_11 | 1:2:41.198 --> 1:2:46.8 |  – А я слаба. – Слаба – нею з дядьми шо. Як ти, відмітня, з твами страждаєш.
SPEAKER_14 | 1:2:46.244 --> 1:2:46.582 |  Ха!
SPEAKER_28 | 1:2:54.530 --> 1:3:15.33 |  Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма! Ма!
SPEAKER_18 | 1:3:10.882 --> 1:3:20.62 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_28 | 1:3:15.539 --> 1:3:17.885 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_20 | 1:3:50.386 --> 1:4:22.482 |  Ей, ей, я тут! Я тут! Не стріляйте! Не стріляйте! Не стріляйте! Я людина! Я людина! Не стріляйте!
