SPEAKER_23 | 0:1:19.6 --> 0:1:19.462 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 0:46:19.732 --> 0:46:20.440 |  Я щось...
SPEAKER_17 | 0:46:29.232 --> 0:47:16.77 |  Ти досі тут, а мені наснилося, що ти пішла нарешті. Слухай, я звичайно відчуваю, що ти все грошиш. Рашидь мій підказує, що ти не аферистка, але хто, чесно не знаю. Скажу, у тебе був сильний шок.
SPEAKER_06 | 0:47:19.705 --> 0:47:21.157 |  А чого ви так вирішили?
SPEAKER_14 | 0:47:26.860 --> 0:47:27.434 |  До зустрічі!
SPEAKER_17 | 0:47:37.728 --> 0:47:56.54 |  Громадж. Добре, я… допоможу знайти твої негідника. Звичайно, якщо ти…
SPEAKER_06 | 0:48:1.707 --> 0:48:3.310 |  Що я повинна зробити?
SPEAKER_17 | 0:48:9.200 --> 0:48:26.7 |  Не треба боятися, малий. Це зовсім не те, про що ти подумав. Ні, в мене до тебе абсолютно вегетаріанське покликання. Допоможи мені прийти до спальни. Допоможеш?
SPEAKER_24 | 0:48:26.682 --> 0:48:27.70 |  Угу.
SPEAKER_17 | 0:48:28.184 --> 0:48:53.328 |  Добре. Пішли, пішли. Я вже тримаюсь. Пішли. Пішли. Ти сюди. Воно ж є напився, як свин'я. Я вявляю, яка у мене зараз пивка.
SPEAKER_06 | 0:48:54.323 --> 0:48:56.888 |  Чого у вас теж, типу, обличчя?
SPEAKER_17 | 0:48:56.821 --> 0:48:59.858 |  Ну, тоді вибігнене попечування.
SPEAKER_06 | 0:49:11.333 --> 0:49:12.329 |  Добре.
SPEAKER_27 | 0:49:24.7 --> 0:49:47.108 |  Слухай, тут таке, а потім не зустрілимось, розповім. Та про дні. Та ні-ні, не про Жанну. Жанна в ньому постійна. Якась новенька, липне до нього, він їй жінка, жінка. Не можу голосніше, бо вона на балконі.
SPEAKER_28 | 0:51:17.103 --> 0:51:18.672 |  Дякую за перегляд!
SPEAKER_17 | 0:51:37.538 --> 0:51:39.293 |  Ти що, так і не привіла?
SPEAKER_06 | 0:51:39.732 --> 0:51:40.120 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:51:41.82 --> 0:51:43.428 |  Ну, тоді давай, швидко в душі поїхав.
SPEAKER_06 | 0:51:43.580 --> 0:51:45.993 |  Я вже в річці не купалась, дякую.
SPEAKER_17 | 0:51:47.478 --> 0:51:52.608 |  В Рігсті? Бачу, тобі не засумуєш. Ну, тоді сніг, так, і поїхав.
SPEAKER_03 | 0:51:52.642 --> 0:51:53.553 |  А я на сніду йду.
SPEAKER_17 | 0:51:54.363 --> 0:52:2.125 |  – Що взагалі? – Добре. А ну, підведися.
SPEAKER_06 | 0:52:2.480 --> 0:52:5.618 |  Давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-давай-д
SPEAKER_17 | 0:52:4.471 --> 0:52:7.340 |  Подивимось, на вулиці прохолодно.
SPEAKER_06 | 0:52:9.415 --> 0:52:15.507 |  Дякую. Ви стільки для мене роботи. Я навіть нічого не знаю про вас. Де ваша родина?
SPEAKER_17 | 0:52:15.558 --> 0:52:36.972 |  Не пхай носик, куди не треба. Добре? Хочеш знати? Була дружина. Дуже хотіла дітей. Не виходила. Чи то я вина, чи то вона. Вирішили, що я. Ще запитання є? Немає? Поїхали. Давай-давай, поїхали. Гаразд. Пробач. Поїхали.
SPEAKER_23 | 0:52:47.401 --> 0:52:58.673 |  Чого ти тріпаєшся? Маленький, тебе зараз не пустять на природу. Так, так. Добре.
SPEAKER_06 | 0:52:59.416 --> 0:53:7.516 |  Доброго ранку. Доброго ранку. Горобчик просить поміняти корм. Він дорогий, але не смачний. Добре.
SPEAKER_17 | 0:53:8.680 --> 0:53:16.375 |  Ну, стиль в неї такий. Пусти, не жартую. Дні і дня без жарту. А стосовно корму, воду мити?
SPEAKER_23 | 0:53:18.991 --> 0:53:19.717 |  Але шо?
SPEAKER_17 | 0:54:5.347 --> 0:54:10.105 |  Тримай. Зателефонуй своєму. Нехай поверне твій шумку з документами, а потім...
SPEAKER_23 | 0:54:10.730 --> 0:54:11.455 |  а потім
SPEAKER_17 | 0:54:13.177 --> 0:54:17.885 |  Потім, шо ж, відвезу тебе в твоє містечко.
SPEAKER_06 | 0:54:21.513 --> 0:54:25.192 |  А можна не зараз і не при вас? Якось соромно.
SPEAKER_04 | 0:54:25.495 --> 0:54:26.52 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 0:54:28.145 --> 0:54:31.13 |  Добре, приймається.
SPEAKER_06 | 0:54:38.692 --> 0:54:40.463 |  А можна зараз по місту покататися?
SPEAKER_17 | 0:54:44.260 --> 0:54:48.40 |  Нема проблем. Що тобі показати?
SPEAKER_06 | 0:54:52.951 --> 0:54:54.233 |  Ти що, вам подобається?
SPEAKER_14 | 0:54:56.292 --> 0:54:59.684 |  Навіть так. Добре.
SPEAKER_03 | 0:58:21.779 --> 0:58:23.365 |  А я деякі вулиці впізнала.
SPEAKER_17 | 0:58:26.167 --> 0:58:28.377 |  Чекай, ти ж казала, що ніби ти не була в Києві.
SPEAKER_06 | 0:58:29.812 --> 0:58:34.503 |  А я по альбому. Альбом такий був красивий про Київ.
SPEAKER_17 | 0:58:40.325 --> 0:58:51.985 |  Бачу, з пам'яттю у тебе все гаразд. Я щось не те сказав?
SPEAKER_06 | 0:58:53.386 --> 0:58:54.112 |  Ні, все добре.
SPEAKER_14 | 0:59:0.237 --> 0:59:6.616 |  Розумію. Скоро побачиш свого коханого зрадника і думаєш, що йому сказати.
SPEAKER_06 | 0:59:16.808 --> 0:59:18.631 |  Мені здається, я його вже не люблю.
SPEAKER_17 | 0:59:23.52 --> 0:59:24.503 |  Швидко шутово все змінюється
SPEAKER_06 | 0:59:28.925 --> 0:59:30.72 |  Де якийсь час, видьше.
SPEAKER_17 | 0:59:31.675 --> 0:59:32.468 |  Вікома Сенцю.
SPEAKER_06 | 0:59:37.750 --> 0:59:40.670 |  Інші на моєму місці вже давно
SPEAKER_17 | 0:59:41.159 --> 0:59:41.665 |  Шо?
SPEAKER_06 | 0:59:42.880 --> 0:59:43.387 |  Ні
SPEAKER_17 | 0:59:44.483 --> 0:59:47.470 |  Зрозуміло. Інші – але не.
SPEAKER_06 | 0:59:55.621 --> 0:59:56.870 |  Можемо розово поїхати?
SPEAKER_17 | 1:0:3.974 --> 1:0:8.294 |  А може морозиво поєднуємо? Можна?
SPEAKER_14 | 1:0:29.557 --> 1:0:31.868 |  Ну що, може, четверту порцію?
SPEAKER_06 | 1:0:32.442 --> 1:0:39.901 |  Дякую, об'їлися. Не пам'ятай, коли в останній морозиво їла. Може, краще ще кудись поїдемо щось подивимось?
SPEAKER_24 | 1:1:18.967 --> 1:1:19.523 |  Ух!
SPEAKER_14 | 1:1:53.510 --> 1:2:1.36 |  Широк і жовт вечорний світ, нежна апрельська прохлада.
SPEAKER_17 | 1:2:1.36 --> 1:2:1.492 |  Багато.
SPEAKER_05 | 1:2:3.196 --> 1:2:9.322 |  Ти опоздав на багато років, але все-таки тобі я рано.
SPEAKER_17 | 1:2:9.963 --> 1:2:12.832 |  Ммм, не очікував я тебе.
SPEAKER_05 | 1:2:16.139 --> 1:2:22.923 |  Нам це читала жінка, така імператриця ні псивого волосся.
SPEAKER_17 | 1:2:23.581 --> 1:2:25.319 |  Що за дама читала туди верши?
SPEAKER_05 | 1:2:25.623 --> 1:2:30.10 |  Автор — Анна Ахматова, вона — Жгоренко.
SPEAKER_17 | 1:2:30.787 --> 1:2:40.709 |  Автор? Вибач. Ну, звісно, автор, але мені здається, що Анна Андріївна померла десь приблизно за чверть століття до того народження.
SPEAKER_06 | 1:2:43.207 --> 1:2:44.793 |  Кажуть, що в інтернеті написано.
SPEAKER_17 | 1:2:48.202 --> 1:2:49.180 |  Але написано, кажеш.
SPEAKER_06 | 1:2:49.838 --> 1:2:50.598 |  в інтернеті.
SPEAKER_17 | 1:2:52.454 --> 1:2:53.163 |  Сідай в машину.
SPEAKER_06 | 1:2:55.53 --> 1:2:56.133 |  Я щось не те сказала?
SPEAKER_17 | 1:2:56.352 --> 1:3:48.935 |  Сідаю в машину. Добрий день, Святослав Петрович. Будь ласка, подзвоніть в Пірогово, нехай мене пропустять з машини. Дякую. ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ ДОБУДІНОВИЙ
SPEAKER_08 | 1:4:34.126 --> 1:4:34.750 |  Нюрині.
SPEAKER_17 | 1:4:35.375 --> 1:4:35.999 |  Одну свечу.
SPEAKER_08 | 1:4:35.999 --> 1:4:37.417 |  Так, так.
SPEAKER_17 | 1:4:43.154 --> 1:4:44.504 |  – Я жду. – На трамвай, на трамвай.
SPEAKER_06 | 1:4:44.791 --> 1:4:45.314 |  Дякую.
SPEAKER_17 | 1:4:52.874 --> 1:4:56.536 |  Марія Івановна, пробачте, забув куди заопеки.
SPEAKER_08 | 1:4:57.295 --> 1:5:3.202 |  – І моя значення. – Моя. Дівчинку нам краще знати.
SPEAKER_06 | 1:5:4.484 --> 1:5:5.362 |  Я кажу маєм.
SPEAKER_17 | 1:5:5.969 --> 1:5:7.387 |  Не звертайте на неї уваги.
SPEAKER_06 | 1:5:8.230 --> 1:5:9.125 |  Нормальні віри.
SPEAKER_17 | 1:5:10.576 --> 1:5:11.217 |  Ви – так.
SPEAKER_06 | 1:5:12.213 --> 1:5:13.242 |  Це неправильно.
SPEAKER_17 | 1:5:15.301 --> 1:5:16.617 |  Вийди, я сказав.
SPEAKER_07 | 1:5:58.79 --> 1:6:0.3 |  До побачення, Олексій Юрійович.
SPEAKER_17 | 1:6:39.625 --> 1:6:41.60 |  Ти хоч розумієш, як себе вела?
SPEAKER_06 | 1:6:41.819 --> 1:6:43.557 |  сказали те, що ми будемо справити.
SPEAKER_17 | 1:6:44.755 --> 1:6:45.25 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 1:6:45.25 --> 1:6:45.683 |  Турепа!
SPEAKER_01 | 1:7:6.845 --> 1:7:7.773 |  Ну, прийміть, будь ласка.
SPEAKER_15 | 1:7:11.401 --> 1:7:16.396 |  Забувайся. Все, все, все.
SPEAKER_02 | 1:7:16.396 --> 1:7:17.324 |  Тихо, тихо, я зірву.
SPEAKER_15 | 1:7:17.324 --> 1:7:19.147 |  Боже мій, я прошу тебе.
SPEAKER_24 | 1:7:19.400 --> 1:7:26.470 |  Дивися. Дивися.
SPEAKER_15 | 1:7:26.622 --> 1:7:44.155 |  Тихо, тихо, тихо. Тихо, ну. Що ти хочеш ще поберегтися, а? Ти ж хотіла щось побачити, так? А хочеш я повезу тебе в зоопарк? Хочеш? Поїдемо разом. Подивишся. Хочеш? Ну все.
SPEAKER_13 | 1:7:44.155 --> 1:7:48.914 |  Все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все, все.
SPEAKER_00 | 1:8:39.910 --> 1:8:40.231 |  Дякую!
SPEAKER_24 | 1:8:40.889 --> 1:8:46.643 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:10:30.644 --> 1:10:31.572 |  Який красивий.
SPEAKER_17 | 1:10:36.854 --> 1:10:38.440 |  Хіжа, хто небезпечний.
SPEAKER_06 | 1:10:42.659 --> 1:10:44.110 |  Небезпечна і бавна воль.
SPEAKER_17 | 1:10:48.76 --> 1:10:49.4 |  Ну, взагалі, ти їх тут...
SPEAKER_02 | 1:10:49.797 --> 1:10:51.383 |  кормить та поїть.
SPEAKER_05 | 1:10:56.497 --> 1:10:57.914 |  Спіймали, затягли.
SPEAKER_06 | 1:11:4.478 --> 1:11:5.963 |  Нагоню їх треба відпустити.
SPEAKER_17 | 1:11:12.55 --> 1:11:13.203 |  Ну, хай буде по-твоєму.
SPEAKER_06 | 1:11:19.666 --> 1:11:24.172 |  Ти тільки не смійся, але я б ще морозиво з'їла.
SPEAKER_17 | 1:11:42.515 --> 1:11:45.130 |  Подивимось ведмедів, мавп, птахів.
SPEAKER_05 | 1:11:45.518 --> 1:11:47.3 |  З мене і цього досить.
SPEAKER_23 | 1:12:55.972 --> 1:12:56.967 |  Ого, різні.
SPEAKER_13 | 1:12:58.402 --> 1:12:59.144 |  До зустрічі, батько.
SPEAKER_05 | 1:13:2.435 --> 1:13:4.38 |  Мені багато речі не чинить.
SPEAKER_17 | 1:13:7.835 --> 1:13:9.826 |  Звідки ти знаєш оце саме?
SPEAKER_24 | 1:13:12.610 --> 1:13:13.32 |  Звісно.
SPEAKER_28 | 1:13:13.32 --> 1:13:16.795 |  Дякую за перегляд!
SPEAKER_17 | 1:13:23.157 --> 1:14:9.192 |  Алло, так, Коля, я чую зараз звук. Чую, чую я, Коля, чую. Болі. Але для Сашка це нічого не змінює. І для мене теж. Підпишу, тільки на сьогодні. Що за поспіх, Коль? Добре, добре, я приїду, але тільки щоб підписати протокол. Ну, не знаю, десь хворим за двадцять. Добре. Будь ласка, я скоро повернусь. Ви не турбуйте дівчину, хай вона відбувається.
SPEAKER_02 | 1:14:9.833 --> 1:14:10.272 |  Дякую.
SPEAKER_17 | 1:14:10.272 --> 1:14:10.593 |  До зустрічі!
SPEAKER_02 | 1:14:10.593 --> 1:14:10.930 |  Дякую.
SPEAKER_17 | 1:14:11.116 --> 1:14:11.403 |  Дякую.
SPEAKER_24 | 1:14:20.971 --> 1:14:21.359 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 1:15:14.178 --> 1:15:24.978 |  Хто це? Привіт. Ти такий гарний. Ти прийшов до мене. Ну, ти куди? Ти сюди. Ну гарний.
SPEAKER_03 | 1:15:24.978 --> 1:15:40.537 |  Маленький, ну куди ти біжиш? Ну, іди сюди, кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис-кис
SPEAKER_21 | 1:15:50.257 --> 1:15:55.32 |  Стій, стій! Матеріна, ти ж Маріана! Ти ж не знаю.
SPEAKER_06 | 1:15:54.458 --> 1:15:57.867 |  Пішли зі мною. Пішли зі мною.
SPEAKER_21 | 1:15:58.154 --> 1:16:3.537 |  Іван Іванович, запізнюємось, у нас виклик на Боголутівця. А встигнемо. Доставимо її в лікарню, одразу ж поїдемо.
SPEAKER_30 | 1:16:6.507 --> 1:16:6.912 |  Маріанна!
SPEAKER_33 | 1:16:11.182 --> 1:16:19.957 |  Ну ти що? Ану стій! Мар'яна! Стий! Стий, кажу! Ану ти що?
SPEAKER_24 | 1:16:19.957 --> 1:16:21.273 |  Олексій!
SPEAKER_33 | 1:16:21.998 --> 1:16:22.589 |  Лови її!
SPEAKER_26 | 1:16:23.78 --> 1:16:23.382 |  Дякую!
SPEAKER_33 | 1:16:23.635 --> 1:16:24.277 |  Маріано!
SPEAKER_26 | 1:16:25.53 --> 1:16:27.61 |  Стій!
SPEAKER_33 | 1:16:27.888 --> 1:16:35.313 |  Ану, співай! Лови її! Давай, ти за руки, я за ноги! Лови!
SPEAKER_24 | 1:16:35.549 --> 1:16:36.410 |  Чого ви робите?
SPEAKER_33 | 1:16:37.68 --> 1:16:37.507 |  Ей!
SPEAKER_24 | 1:16:37.507 --> 1:16:37.827 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 1:16:37.827 --> 1:16:39.852 |  Ніхай не залишиться, тримайся, тримайся її!
SPEAKER_24 | 1:16:37.844 --> 1:16:39.700 |  Ніхай не залишиться! Тримайся, тримайся!
SPEAKER_33 | 1:16:40.257 --> 1:16:52.19 |  Це наша пацієнтка з психіатричної лікарні. Не заважайте нам! Та що ви робите? Та що це робиться? – Ні, ви бачите? – Що це за люди? Що вони тут роблять? Я взагалі не знаю.
SPEAKER_24 | 1:16:55.428 --> 1:16:56.997 |  О, Миклій!
SPEAKER_20 | 1:17:0.305 --> 1:17:15.931 |  Все, все, все. Юра, поїхали! Куди? До нас, у психіатричну. Зачекай, зачекай. Зараз, зараз, зараз. Ой, хороше, зараз, зараз. Все буде добре. Все буде добре.
SPEAKER_21 | 1:17:22.900 --> 1:17:24.335 |  Я щось не пам'ятаю, давно у нас?
SPEAKER_19 | 1:17:26.292 --> 1:18:31.582 |  Ну ти наскільки працюєш? Місяць? А вона вже майже сім років. А як потрапила? Вона з батьками на катері каталась. Сама за кермом була. Чи то зі швидкістю не впоралася, чи ще щось, але катер перекинувся, і батьки її потонули. Шукали, не знайшли. Вирішили, що їх у море віднесло. Її врятували, але тепер вона не може згадати, як її звуть, як батьків. Подавали їй фото і газети, і на телебаченні показували, але ніхто не впізнав. Чи то так змінилося від шоку, що її ніхто впізнати не міг, чи то… Я знаю, що вона якось попросила їй окуляри купити. Ну, мої очі її перегирали, все нормально. А окупили її такий бездіоптрій. Вона, мовляв, зовсім інша справа.
SPEAKER_24 | 1:18:32.172 --> 1:18:32.560 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:18:34.163 --> 1:19:2.125 |  А втекла яка? Вона кожен рік тікає. Батьків своїх шукає в новколишніх річках. Зазвичай дні за два повертається, а тут три вже пройшло, і… На Янгола схоже. Янгол і є.
SPEAKER_11 | 1:19:6.968 --> 1:19:45.173 |  Льоша, дорогий, ти сам розумієш, без підпису оперуючого лікаря протокол не є дійсний. Я телефонував батькам Сашка, вони в курсі винятковості ситуації, але… Коля, зрозуміло, не треба далі. Давай я підпишу протокол. Вибач. Льоша, залися, будь ласка, Льоша! Галя! Галя! Нехай Ноб дзвонив всіх хірургів! І всіх до мене! До мене!
SPEAKER_32 | 1:20:3.618 --> 1:20:11.684 |  А де дівчина? Ваша шахпутниця вийшла десь і під'їхала швидка. Вискочили якісь санітари, забрали і сказали, що божевільна. Яка божевільна?
SPEAKER_17 | 1:20:3.989 --> 1:20:4.951 |  А де дівчина?
SPEAKER_14 | 1:20:10.688 --> 1:20:10.958 |  Дякую.
SPEAKER_32 | 1:20:12.224 --> 1:20:13.355 |  Я вам покажу, божевільний.
SPEAKER_09 | 1:20:17.455 --> 1:20:18.637 |  Я вам показуваю, божевільний.
SPEAKER_17 | 1:20:32.795 --> 1:20:37.503 |  Я вам покажу мою божевільну. Я вам таку божевільну зараз покажу.
SPEAKER_25 | 1:21:21.378 --> 1:21:45.965 |  Ввенчається Боже Колесій, з Рогою Божою Маріанною, Венераця і Сина і Святого Духа. Амінь. Ввенчається Боже Маріанно, з Рогою Божою Маріанною, Венераця і Сина і Святого Духа. Амінь.
SPEAKER_24 | 1:21:39.822 --> 1:21:49.36 |  який може бути синем і не взяти сина і святого Духа, так і не може.
